
[00:00:00.000 --> 00:00:00.200]  
[00:00:00.200 --> 00:00:01.010]   Join
[00:01:15.250 --> 00:01:15.480]  ros
[00:01:15.480 --> 00:01:15.930]  ystem
[00:01:15.930 --> 00:01:16.000]  s
[00:01:16.000 --> 00:01:16.000]  .
[00:01:16.000 --> 00:01:16.210]   And
[00:01:16.210 --> 00:01:16.700]   what
[00:01:16.700 --> 00:01:16.770]   that
[00:01:16.770 --> 00:01:17.260]   startup
[00:01:17.260 --> 00:01:17.750]   company
[00:01:17.750 --> 00:01:17.960]   did
[00:01:17.960 --> 00:01:18.170]   was
[00:01:18.170 --> 00:01:18.310]   we
[00:01:18.310 --> 00:01:18.590]   made
[00:01:18.590 --> 00:01:19.010]   little
[00:01:19.010 --> 00:01:19.300]   blue
[00:01:19.300 --> 00:01:19.500]   web
[00:01:19.500 --> 00:01:20.000]   servers
[00:01:20.000 --> 00:01:20.000]  .
[00:01:20.000 --> 00:01:20.000]  
[00:01:20.000 --> 00:01:20.200]   And
[00:01:20.200 --> 00:01:20.530]   those
[00:01:20.530 --> 00:01:20.730]   who
[00:01:20.730 --> 00:01:20.990]   date
[00:01:20.990 --> 00:01:21.260]   in
[00:01:21.260 --> 00:01:21.810]   Silicon
[00:01:21.810 --> 00:01:21.970]   Valley
[00:01:21.970 --> 00:01:22.170]   way
[00:01:22.170 --> 00:01:22.560]   back
[00:01:22.560 --> 00:01:22.640]   in
[00:01:22.640 --> 00:01:22.760]   the
[00:01:22.760 --> 00:01:22.960]   day
[00:01:22.960 --> 00:01:23.090]  ,
[00:01:23.090 --> 00:01:23.350]   back
[00:01:23.350 --> 00:01:23.480]   in
[00:01:23.480 --> 00:01:23.540]   '
[00:01:23.540 --> 00:01:23.990]  99
[00:01:23.990 --> 00:01:24.060]  ,
[00:01:24.060 --> 00:01:24.850]   2000
[00:01:24.850 --> 00:01:24.980]  ,
[00:01:24.980 --> 00:01:25.770]   2001
[00:01:25.770 --> 00:01:26.000]  ,
[00:01:26.000 --> 00:01:26.520]   may
[00:01:26.520 --> 00:01:27.040]   remember
[00:01:27.040 --> 00:01:27.320]   the
[00:01:27.320 --> 00:01:28.000]   company
[00:01:28.000 --> 00:01:28.000]  .
[00:01:28.000 --> 00:01:28.450]   And
[00:01:28.450 --> 00:01:28.490]   I
[00:01:28.490 --> 00:01:28.790]   was
[00:01:28.790 --> 00:01:29.430]   part
[00:01:29.430 --> 00:01:29.480]   of
[00:01:29.480 --> 00:01:29.820]   the
[00:01:29.820 --> 00:01:30.050]   IT
[00:01:30.050 --> 00:01:30.620]   group
[00:01:30.620 --> 00:01:31.000]  .
[00:01:31.000 --> 00:01:31.140]   So
[00:01:31.140 --> 00:01:31.210]   I
[00:01:31.210 --> 00:01:31.420]   was
[00:01:31.420 --> 00:01:32.250]   responsible
[00:01:32.250 --> 00:01:32.490]   for
[00:01:32.490 --> 00:01:32.620]   the
[00:01:32.620 --> 00:01:33.260]   computers
[00:01:33.260 --> 00:01:34.000]   internally
[00:01:34.000 --> 00:01:34.090]   to
[00:01:34.090 --> 00:01:34.310]   other
[00:01:34.310 --> 00:01:34.440]   Cob
[00:01:34.440 --> 00:01:34.570]  alt
[00:01:34.570 --> 00:01:35.000]   employees
[00:01:35.000 --> 00:01:35.000]  .
[00:01:35.000 --> 00:01:35.520]   Whenever
[00:01:35.520 --> 00:01:35.960]   people
[00:01:35.960 --> 00:01:36.230]   would
[00:01:36.230 --> 00:01:36.490]   have
[00:01:36.490 --> 00:01:36.890]   issues
[00:01:36.890 --> 00:01:37.140]   with
[00:01:37.140 --> 00:01:37.590]   Windows
[00:01:37.590 --> 00:01:38.110]   or
[00:01:38.110 --> 00:01:38.300]   something
[00:01:38.300 --> 00:01:38.660]   like
[00:01:38.660 --> 00:01:38.820]   that
[00:01:38.820 --> 00:01:39.270]  ,
[00:01:39.270 --> 00:01:39.280]   then
[00:01:39.280 --> 00:01:39.350]   I
[00:01:39.350 --> 00:01:39.700]   would
[00:01:39.700 --> 00:01:39.840]   be
[00:01:39.840 --> 00:01:40.050]   the
[00:01:40.050 --> 00:01:40.260]   one
[00:01:40.260 --> 00:01:40.400]   to
[00:01:40.400 --> 00:01:40.670]   fix
[00:01:40.670 --> 00:01:40.750]   it
[00:01:40.750 --> 00:01:41.000]  .
[00:01:41.000 --> 00:01:41.530]   I
[00:01:41.530 --> 00:01:41.960]   still
[00:01:41.960 --> 00:01:43.230]   remember
[00:01:43.230 --> 00:01:44.030]   those
[00:01:44.030 --> 00:01:44.510]   ads
[00:01:44.510 --> 00:01:45.000]  .
[00:01:45.000 --> 00:01:45.060]   I
[00:01:45.060 --> 00:01:45.550]   remember
[00:01:45.550 --> 00:01:45.840]   there
[00:01:45.840 --> 00:01:46.020]   was
[00:01:46.020 --> 00:01:46.300]   this
[00:01:46.300 --> 00:01:46.440]   red
[00:01:46.440 --> 00:01:46.500]  -
[00:01:46.500 --> 00:01:47.040]  headed
[00:01:47.040 --> 00:01:47.100]   girl
[00:01:47.100 --> 00:01:47.220]   on
[00:01:47.220 --> 00:01:47.400]   all
[00:01:47.400 --> 00:01:47.580]   the
[00:01:47.580 --> 00:01:47.760]   ads
[00:01:47.760 --> 00:01:48.000]  .
[00:01:48.000 --> 00:01:48.000]  
[00:01:48.000 --> 00:01:48.200]   Do
[00:01:48.200 --> 00:01:48.500]   you
[00:01:48.500 --> 00:01:49.690]   remember
[00:01:49.690 --> 00:01:49.710]   that
[00:01:49.710 --> 00:01:50.000]  ?
[00:01:50.000 --> 00:01:51.000]   Yes
[00:01:51.000 --> 00:01:52.000]  .
[00:01:52.000 --> 00:01:52.230]   And
[00:01:52.230 --> 00:01:52.540]   then
[00:01:52.540 --> 00:01:52.930]   those
[00:01:52.930 --> 00:01:53.400]   really
[00:01:53.400 --> 00:01:53.710]   thin
[00:01:53.710 --> 00:01:53.940]   Cob
[00:01:53.940 --> 00:01:54.430]  alt
[00:01:54.430 --> 00:01:54.720]   servers
[00:01:54.720 --> 00:01:55.000]  .
[00:01:55.000 --> 00:01:55.300]   This
[00:01:55.300 --> 00:01:55.530]   was
[00:01:55.530 --> 00:01:55.830]   back
[00:01:55.830 --> 00:01:56.110]   late
[00:01:56.110 --> 00:01:56.450]   '
[00:01:56.450 --> 00:01:56.660]  90
[00:01:56.660 --> 00:01:56.730]  s
[00:01:56.730 --> 00:01:57.000]  ?
[00:01:57.000 --> 00:01:57.330]   Yeah
[00:01:57.330 --> 00:01:57.490]  ,
[00:01:57.490 --> 00:01:57.570]   I
[00:01:57.570 --> 00:01:58.150]   started
[00:01:58.150 --> 00:01:58.560]   there
[00:01:58.560 --> 00:01:58.990]   in
[00:01:58.990 --> 00:01:59.710]   1999
[00:01:59.710 --> 00:02:00.000]  .
[00:02:00.000 --> 00:02:00.180]   And
[00:02:00.180 --> 00:02:00.450]   that
[00:02:00.450 --> 00:02:00.540]  's
[00:02:00.540 --> 00:02:01.160]   basically
[00:02:01.160 --> 00:02:01.260]   one
[00:02:01.260 --> 00:02:01.380]   of
[00:02:01.380 --> 00:02:01.560]   the
[00:02:01.560 --> 00:02:01.860]   first
[00:02:01.860 --> 00:02:02.100]   jobs
[00:02:02.100 --> 00:02:02.160]   I
[00:02:02.160 --> 00:02:02.340]   had
[00:02:02.340 --> 00:02:02.590]   when
[00:02:02.590 --> 00:02:02.640]   I
[00:02:02.640 --> 00:02:02.890]   came
[00:02:02.890 --> 00:02:03.000]   to
[00:02:03.000 --> 00:02:03.420]   Silicon
[00:02:03.420 --> 00:02:03.800]   Valley
[00:02:03.800 --> 00:02:04.000]  .
[00:02:04.000 --> 00:02:04.110]   I
[00:02:04.110 --> 00:02:04.370]   was
[00:02:04.370 --> 00:02:04.930]   18
[00:02:04.930 --> 00:02:05.410]   years
[00:02:05.410 --> 00:02:05.690]   old
[00:02:05.690 --> 00:02:06.000]  .
[00:02:06.000 --> 00:02:06.060]   I
[00:02:06.060 --> 00:02:06.260]   had
[00:02:06.260 --> 00:02:06.540]   just
[00:02:06.540 --> 00:02:07.150]   graduated
[00:02:07.150 --> 00:02:07.420]   high
[00:02:07.420 --> 00:02:07.830]   school
[00:02:07.830 --> 00:02:08.000]  ,
[00:02:08.000 --> 00:02:08.060]   was
[00:02:08.060 --> 00:02:08.270]   starting
[00:02:08.270 --> 00:02:08.370]   college
[00:02:08.370 --> 00:02:08.410]  ,
[00:02:08.410 --> 00:02:08.470]   and
[00:02:08.470 --> 00:02:08.550]   had
[00:02:08.550 --> 00:02:08.630]   a
[00:02:08.630 --> 00:02:08.650]   part
[00:02:08.650 --> 00:02:08.650]  -
[00:02:08.650 --> 00:02:08.690]  time
[00:02:08.690 --> 00:02:08.790]   job
[00:02:08.790 --> 00:02:09.000]   there
[00:02:09.000 --> 00:02:09.000]  .
[00:02:09.000 --> 00:02:09.380]   Well
[00:02:09.380 --> 00:02:09.570]  ,
[00:02:09.570 --> 00:02:09.860]   the
[00:02:09.860 --> 00:02:10.050]   IT
[00:02:10.050 --> 00:02:10.340]   job
[00:02:10.340 --> 00:02:10.720]   didn
[00:02:10.720 --> 00:02:10.910]  't
[00:02:10.910 --> 00:02:11.200]   pay
[00:02:11.200 --> 00:02:11.580]   very
[00:02:11.580 --> 00:02:12.000]   well
[00:02:12.000 --> 00:02:12.000]  .
[00:02:12.000 --> 00:02:12.150]   So
[00:02:12.150 --> 00:02:12.450]   what
[00:02:12.450 --> 00:02:12.520]   I
[00:02:12.520 --> 00:02:13.050]   started
[00:02:13.050 --> 00:02:13.430]   doing
[00:02:13.430 --> 00:02:13.660]   was
[00:02:13.660 --> 00:02:14.190]   pulling
[00:02:14.190 --> 00:02:14.420]   our
[00:02:14.420 --> 00:02:14.940]   servers
[00:02:14.940 --> 00:02:15.120]   out
[00:02:15.120 --> 00:02:15.530]   of
[00:02:15.530 --> 00:02:15.560]   the
[00:02:15.560 --> 00:02:16.000]   trash
[00:02:16.000 --> 00:02:16.000]  .
[00:02:16.000 --> 00:02:16.000]  
[00:02:16.000 --> 00:02:16.330]   And
[00:02:16.330 --> 00:02:16.340]   we
[00:02:16.340 --> 00:02:16.530]   had
[00:02:16.530 --> 00:02:16.600]   a
[00:02:16.600 --> 00:02:17.150]   diagnost
[00:02:17.150 --> 00:02:17.350]  ics
[00:02:17.350 --> 00:02:17.590]   lab
[00:02:17.590 --> 00:02:18.100]   internal
[00:02:18.100 --> 00:02:18.230]   to
[00:02:18.230 --> 00:02:18.440]   the
[00:02:18.440 --> 00:02:19.000]   company
[00:02:19.000 --> 00:02:19.500]   where
[00:02:19.500 --> 00:02:19.600]   I
[00:02:19.600 --> 00:02:20.400]   could
[00:02:20.400 --> 00:02:20.440]   run
[00:02:20.440 --> 00:02:20.900]   Linux
[00:02:20.900 --> 00:02:21.760]   diagnost
[00:02:21.760 --> 00:02:22.000]  ics
[00:02:22.000 --> 00:02:22.240]   and
[00:02:22.240 --> 00:02:22.720]   see
[00:02:22.720 --> 00:02:22.790]   the
[00:02:22.790 --> 00:02:23.140]   Linux
[00:02:23.140 --> 00:02:23.440]   boot
[00:02:23.440 --> 00:02:24.080]   commands
[00:02:24.080 --> 00:02:24.300]   on
[00:02:24.300 --> 00:02:24.480]   the
[00:02:24.480 --> 00:02:25.000]   screen
[00:02:25.000 --> 00:02:25.150]   and
[00:02:25.150 --> 00:02:25.370]   see
[00:02:25.370 --> 00:02:25.430]   what
[00:02:25.430 --> 00:02:25.560]   was
[00:02:25.560 --> 00:02:25.770]   going
[00:02:25.770 --> 00:02:25.850]   on
[00:02:25.850 --> 00:02:26.000]  .
[00:02:26.000 --> 00:02:26.320]   The
[00:02:26.320 --> 00:02:26.610]   servers
[00:02:26.610 --> 00:02:27.230]   themselves
[00:02:27.230 --> 00:02:27.480]   didn
[00:02:27.480 --> 00:02:27.600]  't
[00:02:27.600 --> 00:02:27.850]   have
[00:02:27.850 --> 00:02:27.910]   a
[00:02:27.910 --> 00:02:28.340]   monitor
[00:02:28.340 --> 00:02:28.520]   out
[00:02:28.520 --> 00:02:28.640]   or
[00:02:28.640 --> 00:02:28.700]   a
[00:02:28.700 --> 00:02:28.950]   hook
[00:02:28.950 --> 00:02:29.070]  up
[00:02:29.070 --> 00:02:29.250]   for
[00:02:29.250 --> 00:02:29.310]   a
[00:02:29.310 --> 00:02:29.740]   monitor
[00:02:29.740 --> 00:02:30.000]  .
[00:02:30.000 --> 00:02:30.230]   So
[00:02:30.230 --> 00:02:30.460]   it
[00:02:30.460 --> 00:02:31.030]   did
[00:02:31.030 --> 00:02:31.160]   run
[00:02:31.160 --> 00:02:31.740]   Linux
[00:02:31.740 --> 00:02:32.060]  ,
[00:02:32.060 --> 00:02:32.180]   but
[00:02:32.180 --> 00:02:32.300]   it
[00:02:32.300 --> 00:02:32.530]   wasn
[00:02:32.530 --> 00:02:32.660]  't
[00:02:32.660 --> 00:02:32.930]   your
[00:02:32.930 --> 00:02:33.320]   typical
[00:02:33.320 --> 00:02:33.560]   type
[00:02:33.560 --> 00:02:33.670]   of
[00:02:33.670 --> 00:02:34.000]   Linux
[00:02:34.000 --> 00:02:34.190]   where
[00:02:34.190 --> 00:02:34.310]   you
[00:02:34.310 --> 00:02:34.470]   hook
[00:02:34.470 --> 00:02:34.540]   it
[00:02:34.540 --> 00:02:34.620]   up
[00:02:34.620 --> 00:02:34.720]   to
[00:02:34.720 --> 00:02:34.740]   a
[00:02:34.740 --> 00:02:35.050]   screen
[00:02:35.050 --> 00:02:35.090]   to
[00:02:35.090 --> 00:02:35.230]   see
[00:02:35.230 --> 00:02:35.420]   what
[00:02:35.420 --> 00:02:35.510]  's
[00:02:35.510 --> 00:02:35.760]   going
[00:02:35.760 --> 00:02:35.830]   on
[00:02:35.830 --> 00:02:36.000]  .
[00:02:36.000 --> 00:02:36.690]   They
[00:02:36.690 --> 00:02:37.380]   only
[00:02:37.380 --> 00:02:37.910]   had
[00:02:37.910 --> 00:02:38.300]   SS
[00:02:38.300 --> 00:02:38.410]  H
[00:02:38.410 --> 00:02:38.750]   or
[00:02:38.750 --> 00:02:40.000]   console
[00:02:40.000 --> 00:02:40.230]  ,
[00:02:40.230 --> 00:02:40.630]   or
[00:02:40.630 --> 00:02:40.920]   they
[00:02:40.920 --> 00:02:41.310]   had
[00:02:41.310 --> 00:02:41.370]   a
[00:02:41.370 --> 00:02:42.330]   little
[00:02:42.330 --> 00:02:42.400]   LED
[00:02:42.400 --> 00:02:43.000]   panel
[00:02:43.000 --> 00:02:43.090]   on
[00:02:43.090 --> 00:02:43.230]   the
[00:02:43.230 --> 00:02:43.460]   front
[00:02:43.460 --> 00:02:43.550]   of
[00:02:43.550 --> 00:02:43.690]   the
[00:02:43.690 --> 00:02:44.000]   screen
[00:02:44.000 --> 00:02:44.000]  
[00:02:44.000 --> 00:02:44.190]   that
[00:02:44.190 --> 00:02:44.330]   you
[00:02:44.330 --> 00:02:44.580]   could
[00:02:44.580 --> 00:02:44.690]   do
[00:02:44.690 --> 00:02:44.950]   things
[00:02:44.950 --> 00:02:45.140]   like
[00:02:45.140 --> 00:02:45.430]   reform
[00:02:45.430 --> 00:02:45.520]  at
[00:02:45.520 --> 00:02:45.660]   the
[00:02:45.660 --> 00:02:46.000]   server
[00:02:46.000 --> 00:02:46.110]   or
[00:02:46.110 --> 00:02:46.410]   reboot
[00:02:46.410 --> 00:02:46.560]   the
[00:02:46.560 --> 00:02:46.870]   server
[00:02:46.870 --> 00:02:47.000]  ,
[00:02:47.000 --> 00:02:47.340]   things
[00:02:47.340 --> 00:02:47.670]   like
[00:02:47.670 --> 00:02:48.000]   that
[00:02:48.000 --> 00:02:48.000]  .
[00:02:48.000 --> 00:02:48.140]   So
[00:02:48.140 --> 00:02:48.360]   the
[00:02:48.360 --> 00:02:49.140]   diagnost
[00:02:49.140 --> 00:02:49.170]  ics
[00:02:49.170 --> 00:02:49.390]   lab
[00:02:49.390 --> 00:02:49.900]   enabled
[00:02:49.900 --> 00:02:50.040]   me
[00:02:50.040 --> 00:02:50.180]   to
[00:02:50.180 --> 00:02:50.470]   hook
[00:02:50.470 --> 00:02:50.620]   it
[00:02:50.620 --> 00:02:50.750]   up
[00:02:50.750 --> 00:02:50.890]   to
[00:02:50.890 --> 00:02:51.030]   an
