
[00:00:00.000 --> 00:00:00.990]  
[00:00:00.990 --> 00:00:01.110]   Welcome
[00:01:01.320 --> 00:01:01.430]   Do
[00:01:01.430 --> 00:01:01.480]   I
[00:01:01.480 --> 00:01:01.690]   look
[00:01:01.690 --> 00:01:01.910]   like
[00:01:01.910 --> 00:01:02.000]   a
[00:01:02.000 --> 00:01:02.480]   beautiful
[00:01:02.480 --> 00:01:03.040]   blonde
[00:01:03.040 --> 00:01:03.040]  ?
[00:01:03.040 --> 00:01:03.270]   Well
[00:01:03.270 --> 00:01:03.380]  ,
[00:01:03.380 --> 00:01:03.550]   you
[00:01:03.550 --> 00:01:03.900]   always
[00:01:03.900 --> 00:01:04.130]   look
[00:01:04.130 --> 00:01:04.360]   like
[00:01:04.360 --> 00:01:04.590]   that
[00:01:04.590 --> 00:01:04.700]   to
[00:01:04.700 --> 00:01:04.810]   me
[00:01:04.810 --> 00:01:05.040]  .
[00:01:05.040 --> 00:01:05.510]   Okay
[00:01:05.510 --> 00:01:05.740]  ,
[00:01:05.740 --> 00:01:06.230]   so
[00:01:06.230 --> 00:01:06.320]   why
[00:01:06.320 --> 00:01:06.670]   are
[00:01:06.670 --> 00:01:07.020]   you
[00:01:07.020 --> 00:01:07.710]   taking
[00:01:07.710 --> 00:01:07.950]   pa
[00:01:07.950 --> 00:01:08.300]  ink
[00:01:08.300 --> 00:01:08.880]  ill
[00:01:08.880 --> 00:01:09.000]  ers
[00:01:09.000 --> 00:01:09.400]  ?
[00:01:09.400 --> 00:01:09.660]   Like
[00:01:09.660 --> 00:01:09.800]   what
[00:01:09.800 --> 00:01:09.890]  's
[00:01:09.890 --> 00:01:10.170]   going
[00:01:10.170 --> 00:01:10.240]   on
[00:01:10.240 --> 00:01:10.400]  ?
[00:01:10.400 --> 00:01:10.830]   Well
[00:01:10.830 --> 00:01:10.910]  ,
[00:01:10.910 --> 00:01:11.510]   because
[00:01:11.510 --> 00:01:11.590]   I
[00:01:11.590 --> 00:01:11.860]   had
[00:01:11.860 --> 00:01:12.270]   elbow
[00:01:12.270 --> 00:01:12.870]   surgery
[00:01:12.870 --> 00:01:13.040]   on
[00:01:13.040 --> 00:01:13.730]   Thursday
[00:01:13.730 --> 00:01:14.460]   morning
[00:01:14.460 --> 00:01:14.500]  ,
[00:01:14.500 --> 00:01:14.670]   so
[00:01:14.670 --> 00:01:15.080]   two
[00:01:15.080 --> 00:01:15.490]   days
[00:01:15.490 --> 00:01:15.530]   ago
[00:01:15.530 --> 00:01:15.840]  .
[00:01:15.840 --> 00:01:16.060]   And
[00:01:16.060 --> 00:01:16.400]   you
[00:01:16.400 --> 00:01:16.580]   know
[00:01:16.580 --> 00:01:16.720]  ,
[00:01:16.720 --> 00:01:16.940]   as
[00:01:16.940 --> 00:01:17.100]   I
[00:01:17.100 --> 00:01:17.160]  've
[00:01:17.160 --> 00:01:17.630]   talked
[00:01:17.630 --> 00:01:17.970]   about
[00:01:17.970 --> 00:01:18.120]   on
[00:01:18.120 --> 00:01:18.360]   the
[00:01:18.360 --> 00:01:18.640]   show
[00:01:18.640 --> 00:01:18.780]  ,
[00:01:18.780 --> 00:01:18.890]   I
[00:01:18.890 --> 00:01:19.670]   developed
[00:01:19.670 --> 00:01:19.880]   some
[00:01:19.880 --> 00:01:20.120]   tend
[00:01:20.120 --> 00:01:20.260]  in
[00:01:20.260 --> 00:01:20.550]  osis
[00:01:20.550 --> 00:01:20.700]   in
[00:01:20.700 --> 00:01:20.850]   my
[00:01:20.850 --> 00:01:21.240]   left
[00:01:21.240 --> 00:01:22.000]   elbow
[00:01:22.000 --> 00:01:22.360]  .
[00:01:22.360 --> 00:01:22.360]  
[00:01:22.360 --> 00:01:22.600]   And
[00:01:22.600 --> 00:01:23.040]   you
[00:01:23.040 --> 00:01:23.150]   know
[00:01:23.150 --> 00:01:23.310]  ,
[00:01:23.310 --> 00:01:23.860]   we
[00:01:23.860 --> 00:01:23.880]   tried
[00:01:23.880 --> 00:01:24.690]   everything
[00:01:24.690 --> 00:01:24.920]  .
[00:01:24.920 --> 00:01:25.060]   We
[00:01:25.060 --> 00:01:25.410]   tried
[00:01:25.410 --> 00:01:25.670]   the
[00:01:25.670 --> 00:01:25.910]   cort
[00:01:25.910 --> 00:01:26.040]  is
[00:01:26.040 --> 00:01:26.250]  one
[00:01:26.250 --> 00:01:26.460]   and
[00:01:26.460 --> 00:01:26.670]   the
[00:01:26.670 --> 00:01:27.020]   rehab
[00:01:27.020 --> 00:01:27.160]  ,
[00:01:27.160 --> 00:01:27.440]   cort
[00:01:27.440 --> 00:01:27.580]  is
[00:01:27.580 --> 00:01:27.790]  one
[00:01:27.790 --> 00:01:28.280]   shots
[00:01:28.280 --> 00:01:28.290]  ,
[00:01:28.290 --> 00:01:28.630]   rehab
[00:01:28.630 --> 00:01:28.770]  ,
[00:01:28.770 --> 00:01:28.970]   the
[00:01:28.970 --> 00:01:29.120]   PR
[00:01:29.120 --> 00:01:29.190]  P
[00:01:29.190 --> 00:01:29.330]  ,
[00:01:29.330 --> 00:01:29.680]   which
[00:01:29.680 --> 00:01:29.820]   is
[00:01:29.820 --> 00:01:30.030]   the
[00:01:30.030 --> 00:01:30.310]   plat
[00:01:30.310 --> 00:01:30.640]  elet
[00:01:30.640 --> 00:01:30.710]  -
[00:01:30.710 --> 00:01:31.000]  rich
[00:01:31.000 --> 00:01:31.940]   plasma
[00:01:31.940 --> 00:01:33.500]   injection
[00:01:33.500 --> 00:01:33.840]  .
[00:01:33.840 --> 00:01:34.180]   But
[00:01:34.180 --> 00:01:35.210]   nothing
[00:01:35.210 --> 00:01:35.680]   really
[00:01:35.680 --> 00:01:36.370]   worked
[00:01:36.370 --> 00:01:36.670]   or
[00:01:36.670 --> 00:01:37.730]   nothing
[00:01:37.730 --> 00:01:38.100]   worked
[00:01:38.100 --> 00:01:38.590]   at
[00:01:38.590 --> 00:01:38.670]   all
[00:01:38.670 --> 00:01:39.080]  .
[00:01:39.080 --> 00:01:39.310]   And
[00:01:39.310 --> 00:01:39.450]   so
[00:01:39.450 --> 00:01:40.080]   finally
[00:01:40.080 --> 00:01:40.160]  ,
[00:01:40.160 --> 00:01:40.550]   you
[00:01:40.550 --> 00:01:40.700]   know
[00:01:40.700 --> 00:01:40.850]  ,
[00:01:40.850 --> 00:01:41.070]   the
[00:01:41.070 --> 00:01:41.390]   only
[00:01:41.390 --> 00:01:41.700]   last
[00:01:41.700 --> 00:01:42.160]   option
[00:01:42.160 --> 00:01:42.430]   was
[00:01:42.430 --> 00:01:42.550]   to
[00:01:42.550 --> 00:01:42.780]   get
[00:01:42.780 --> 00:01:43.090]   what
[00:01:43.090 --> 00:01:43.240]  's
[00:01:43.240 --> 00:01:43.700]   called
[00:01:43.700 --> 00:01:43.930]   a
[00:01:43.930 --> 00:01:44.030]   de
[00:01:44.030 --> 00:01:44.080]  br
[00:01:44.080 --> 00:01:44.230]  is
[00:01:44.230 --> 00:01:44.540]   mint
[00:01:44.540 --> 00:01:44.940]  .
[00:01:44.940 --> 00:01:45.120]   So
[00:01:45.120 --> 00:01:45.400]   they
[00:01:45.400 --> 00:01:45.540]   go
[00:01:45.540 --> 00:01:45.790]   on
[00:01:45.790 --> 00:01:45.960]   and
[00:01:45.960 --> 00:01:46.240]   they
[00:01:46.240 --> 00:01:46.710]   scrape
[00:01:46.710 --> 00:01:47.170]   off
[00:01:47.170 --> 00:01:47.360]   the
[00:01:47.360 --> 00:01:47.480]   scar
[00:01:47.480 --> 00:01:48.010]   tissue
[00:01:48.010 --> 00:01:48.260]   from
[00:01:48.260 --> 00:01:48.490]   the
[00:01:48.490 --> 00:01:49.240]   tendon
[00:01:49.240 --> 00:01:49.280]  .
[00:01:49.280 --> 00:01:49.280]  
[00:01:49.280 --> 00:01:49.900]   So
[00:01:49.900 --> 00:01:50.150]   yeah
[00:01:50.150 --> 00:01:50.440]  ,
[00:01:50.440 --> 00:01:50.730]   it
[00:01:50.730 --> 00:01:51.170]   was
[00:01:51.170 --> 00:01:52.520]  ...
[00:01:52.520 --> 00:01:52.860]   Hold
[00:01:52.860 --> 00:01:53.010]   on
[00:01:53.010 --> 00:01:53.260]   one
[00:01:53.260 --> 00:01:53.760]   second
[00:01:53.760 --> 00:01:54.000]  ,
[00:01:54.000 --> 00:01:54.040]   I
[00:01:54.040 --> 00:01:54.230]  'm
[00:01:54.230 --> 00:01:54.580]   sorry
[00:01:54.580 --> 00:01:54.880]  .
[00:01:54.880 --> 00:01:55.290]   That
[00:01:55.290 --> 00:01:55.710]   feels
[00:01:55.710 --> 00:01:56.360]   painful
[00:01:56.360 --> 00:01:56.540]   in
[00:01:56.540 --> 00:01:56.910]   my
[00:01:56.910 --> 00:01:57.090]   mind
[00:01:57.090 --> 00:01:57.270]  ,
[00:01:57.270 --> 00:01:57.370]   just
[00:01:57.370 --> 00:01:58.450]   hearing
[00:01:58.450 --> 00:01:58.570]   you
[00:01:58.570 --> 00:01:59.260]   describe
[00:01:59.260 --> 00:01:59.690]   it
[00:01:59.690 --> 00:01:59.840]  .
[00:01:59.840 --> 00:02:00.380]   Yeah
[00:02:00.380 --> 00:02:00.600]  ,
[00:02:00.600 --> 00:02:00.840]   it
[00:02:00.840 --> 00:02:01.330]   wasn
[00:02:01.330 --> 00:02:01.600]  't
[00:02:01.600 --> 00:02:02.310]   the
[00:02:02.310 --> 00:02:02.500]   best
[00:02:02.500 --> 00:02:03.780]   experience
[00:02:03.780 --> 00:02:04.200]  .
[00:02:04.200 --> 00:02:04.410]   So
[00:02:04.410 --> 00:02:04.830]   here
[00:02:04.830 --> 00:02:05.330]  's
[00:02:05.330 --> 00:02:05.360]   the
[00:02:05.360 --> 00:02:06.100]   thing
[00:02:06.100 --> 00:02:06.580]  ,
[00:02:06.580 --> 00:02:06.730]   though
[00:02:06.730 --> 00:02:07.080]  .
[00:02:07.080 --> 00:02:07.260]   The
[00:02:07.260 --> 00:02:07.750]   surgery
[00:02:07.750 --> 00:02:07.820]   is
[00:02:07.820 --> 00:02:08.060]   just
[00:02:08.060 --> 00:02:08.180]  ,
[00:02:08.180 --> 00:02:08.360]   you
[00:02:08.360 --> 00:02:08.640]   know
[00:02:08.640 --> 00:02:08.730]  ,
[00:02:08.730 --> 00:02:09.160]   typical
[00:02:09.160 --> 00:02:09.490]   kind
[00:02:09.490 --> 00:02:09.530]   of
[00:02:09.530 --> 00:02:10.160]  ...
[00:02:10.160 --> 00:02:10.480]   Well
[00:02:10.480 --> 00:02:10.720]  ,
[00:02:10.720 --> 00:02:10.800]   I
[00:02:10.800 --> 00:02:11.040]   mean
[00:02:11.040 --> 00:02:11.190]  ,
[00:02:11.190 --> 00:02:11.360]   it
[00:02:11.360 --> 00:02:11.600]  's
[00:02:11.600 --> 00:02:11.840]   like
[00:02:11.840 --> 00:02:12.000]   an
[00:02:12.000 --> 00:02:12.360]   orth
[00:02:12.360 --> 00:02:12.670]  oped
[00:02:12.670 --> 00:02:12.800]  ic
[00:02:12.800 --> 00:02:13.410]   surgery
[00:02:13.410 --> 00:02:13.750]   where
[00:02:13.750 --> 00:02:13.920]  ,
[00:02:13.920 --> 00:02:14.180]   you
[00:02:14.180 --> 00:02:14.490]   know
[00:02:14.490 --> 00:02:14.650]  ,
[00:02:14.650 --> 00:02:14.880]   you
[00:02:14.880 --> 00:02:15.040]   go
[00:02:15.040 --> 00:02:15.200]   on
[00:02:15.200 --> 00:02:15.360]  ,
[00:02:15.360 --> 00:02:15.600]   you
[00:02:15.600 --> 00:02:15.840]   get
[00:02:15.840 --> 00:02:16.210]   put
[00:02:16.210 --> 00:02:16.560]   under
[00:02:16.560 --> 00:02:16.560]  
[00:02:16.560 --> 00:02:16.890]   general
[00:02:16.890 --> 00:02:17.230]   anest
[00:02:17.230 --> 00:02:17.350]  hetic
[00:02:17.350 --> 00:02:17.480]   and
[00:02:17.480 --> 00:02:17.670]   they
[00:02:17.670 --> 00:02:17.770]   go
[00:02:17.770 --> 00:02:17.910]   and
[00:02:17.910 --> 00:02:18.100]   they
[00:02:18.100 --> 00:02:18.190]   do
[00:02:18.190 --> 00:02:18.440]   their
[00:02:18.440 --> 00:02:18.650]   thing
[00:02:18.650 --> 00:02:18.790]   and
[00:02:18.790 --> 00:02:18.930]   you
[00:02:18.930 --> 00:02:19.120]   wake
[00:02:19.120 --> 00:02:19.210]   up
[00:02:19.210 --> 00:02:19.370]   and
[00:02:19.370 --> 00:02:19.550]   you
[00:02:19.550 --> 00:02:19.630]  're
[00:02:19.630 --> 00:02:19.800]   in
[00:02:19.800 --> 00:02:20.050]   pain
[00:02:20.050 --> 00:02:20.240]   and
[00:02:20.240 --> 00:02:20.360]  ,
[00:02:20.360 --> 00:02:20.540]   you
[00:02:20.540 --> 00:02:20.790]   know
[00:02:20.790 --> 00:02:21.030]  ,
[00:02:21.030 --> 00:02:21.110]   all
[00:02:21.110 --> 00:02:21.360]   band
[00:02:21.360 --> 00:02:21.620]  aged
[00:02:21.620 --> 00:02:21.730]   up
[00:02:21.730 --> 00:02:21.960]   and
[00:02:21.960 --> 00:02:22.150]   all
[00:02:22.150 --> 00:02:22.360]   that
[00:02:22.360 --> 00:02:22.600]  .
[00:02:22.600 --> 00:02:22.900]   But
[00:02:22.900 --> 00:02:23.300]   what
[00:02:23.300 --> 00:02:24.320]   really
[00:02:24.320 --> 00:02:24.500]   sucked
[00:02:24.500 --> 00:02:24.910]   is
[00:02:24.910 --> 00:02:25.170]   they
[00:02:25.170 --> 00:02:25.500]   gave
[00:02:25.500 --> 00:02:25.700]   me
[00:02:25.700 --> 00:02:25.800]   a
[00:02:25.800 --> 00:02:26.300]   nerve
[00:02:26.300 --> 00:02:26.600]   block
[00:02:26.600 --> 00:02:27.300]  ,
[00:02:27.300 --> 00:02:27.500]   which
[00:02:27.500 --> 00:02:27.800]   was
[00:02:27.800 --> 00:02:28.000]  ,
[00:02:28.000 --> 00:02:28.260]   you
[00:02:28.260 --> 00:02:28.440]   know
[00:02:28.440 --> 00:02:29.020]  ,
[00:02:29.020 --> 00:02:29.100]   so
[00:02:29.100 --> 00:02:30.030]   basically
[00:02:30.030 --> 00:02:30.560]   turns
[00:02:30.560 --> 00:02:30.750]   off
[00:02:30.750 --> 00:02:31.320]   the
[00:02:31.320 --> 00:02:31.350]   nerves
[00:02:31.350 --> 00:02:31.570]   from
[00:02:31.570 --> 00:02:32.020]   working
[00:02:32.020 --> 00:02:32.250]   so
[00:02:32.250 --> 00:02:32.330]   you
[00:02:32.330 --> 00:02:32.520]   don
[00:02:32.520 --> 00:02:32.640]  't
[00:02:32.640 --> 00:02:32.890]   feel
[00:02:32.890 --> 00:02:33.200]   any
[00:02:33.200 --> 00:02:33.540]   pain
[00:02:33.540 --> 00:02:33.600]  .
[00:02:33.600 --> 00:02:33.710]   And
[00:02:33.710 --> 00:02:33.820]   the
[00:02:33.820 --> 00:02:34.040]   reason
[00:02:34.040 --> 00:02:34.200]   they
[00:02:34.200 --> 00:02:34.300]   did
[00:02:34.300 --> 00:02:34.460]   that
[00:02:34.460 --> 00:02:34.520]   is
[00:02:34.520 --> 00:02:34.790]   because
[00:02:34.790 --> 00:02:34.850]  ,
[00:02:34.850 --> 00:02:34.960]   you
[00:02:34.960 --> 00:02:35.110]   know
[00:02:35.110 --> 00:02:35.250]  ,
[00:02:35.250 --> 00:02:35.330]   when
[00:02:35.330 --> 00:02:35.360]   I
[00:02:35.360 --> 00:02:35.510]   came
[00:02:35.510 --> 00:02:35.690]   out
[00:02:35.690 --> 00:02:35.720]   of
[00:02:35.720 --> 00:02:35.950]   general
[00:02:35.950 --> 00:02:36.170]   anest
[00:02:36.170 --> 00:02:36.400]  hesia
[00:02:36.400 --> 00:02:36.620]   and
[00:02:36.620 --> 00:02:36.840]   the
[00:02:36.840 --> 00:02:37.210]   nurse
[00:02:37.210 --> 00:02:37.350]   is
[00:02:37.350 --> 00:02:37.640]   over
[00:02:37.640 --> 00:02:37.770]   me
[00:02:37.770 --> 00:02:37.990]   and
[00:02:37.990 --> 00:02:38.540]   they
[00:02:38.540 --> 00:02:38.580]   have
[00:02:38.580 --> 00:02:38.800]   the
[00:02:38.800 --> 00:02:39.090]   pain
[00:02:39.090 --> 00:02:39.830]   medication
[00:02:39.830 --> 00:02:40.290]   going
[00:02:40.290 --> 00:02:40.720]   through
[00:02:40.720 --> 00:02:40.940]   the
[00:02:40.940 --> 00:02:41.080]   IV
[00:02:41.080 --> 00:02:41.300]   and
[00:02:41.300 --> 00:02:41.520]   she
[00:02:41.520 --> 00:02:41.760]  's
[00:02:41.760 --> 00:02:41.760]  
[00:02:41.760 --> 00:02:42.050]   asking
[00:02:42.050 --> 00:02:42.140]   my
[00:02:42.140 --> 00:02:42.330]   pain
[00:02:42.330 --> 00:02:42.570]   level
[00:02:42.570 --> 00:02:42.710]   and
[00:02:42.710 --> 00:02:42.750]   I
[00:02:42.750 --> 00:02:42.890]   was
[00:02:42.890 --> 00:02:42.980]  ,
[00:02:42.980 --> 00:02:43.120]   you
[00:02:43.120 --> 00:02:43.320]   know
[00:02:43.320 --> 00:02:43.370]  ,
[00:02:43.370 --> 00:02:43.560]   saying
[00:02:43.560 --> 00:02:43.960]  ,
[00:02:43.960 --> 00:02:43.970]   well
[00:02:43.970 --> 00:02:44.060]  ,
[00:02:44.060 --> 00:02:44.220]   you
[00:02:44.220 --> 00:02:44.390]   know
[00:02:44.390 --> 00:02:44.480]  ,
[00:02:44.480 --> 00:02:44.570]   it
[00:02:44.570 --> 00:02:44.650]  's
[00:02:44.650 --> 00:02:44.900]   like
[00:02:44.900 --> 00:02:44.990]   an
[00:02:44.990 --> 00:02:45.320]   eight
[00:02:45.320 --> 00:02:45.470]   or
[00:02:45.470 --> 00:02:45.850]   seven
[00:02:45.850 --> 00:02:46.000]   or
[00:02:46.000 --> 00:02:46.600]   whatever
[00:02:46.600 --> 00:02:46.840]  .
[00:02:46.840 --> 00:02:46.940]   And
[00:02:46.940 --> 00:02:47.350]   it
[00:02:47.350 --> 00:02:47.380]   wasn
[00:02:47.380 --> 00:02:47.460]  't
[00:02:47.460 --> 00:02:48.000]  ...
[00:02:48.000 --> 00:02:48.160]   The
[00:02:48.160 --> 00:02:48.410]   pain
[00:02:48.410 --> 00:02:48.910]   medication
