
[00:00:00.000 --> 00:00:00.200]  
[00:00:00.200 --> 00:00:01.010]   Join
[00:01:22.300 --> 00:01:22.450]  's
[00:01:22.450 --> 00:01:23.150]   amazing
[00:01:23.150 --> 00:01:23.210]  .
[00:01:23.210 --> 00:01:23.490]   That
[00:01:23.490 --> 00:01:23.790]  's
[00:01:23.790 --> 00:01:24.420]   incredible
[00:01:24.420 --> 00:01:24.650]  .
[00:01:24.650 --> 00:01:24.880]   How
[00:01:24.880 --> 00:01:25.140]   did
[00:01:25.140 --> 00:01:25.350]   you
[00:01:25.350 --> 00:01:25.640]   make
[00:01:25.640 --> 00:01:25.790]   so
[00:01:25.790 --> 00:01:26.640]   much
[00:01:26.640 --> 00:01:26.700]   progress
[00:01:26.700 --> 00:01:27.000]  ?
[00:01:27.000 --> 00:01:27.490]   Well
[00:01:27.490 --> 00:01:27.810]  ,
[00:01:27.810 --> 00:01:28.220]   when
[00:01:28.220 --> 00:01:28.400]   you
[00:01:28.400 --> 00:01:29.080]   get
[00:01:29.080 --> 00:01:29.180]   a
[00:01:29.180 --> 00:01:29.450]   car
[00:01:29.450 --> 00:01:29.830]   you
[00:01:29.830 --> 00:01:30.190]   don
[00:01:30.190 --> 00:01:30.460]  't
[00:01:30.460 --> 00:01:31.060]   think
[00:01:31.060 --> 00:01:31.300]   of
[00:01:31.300 --> 00:01:31.550]   it
[00:01:31.550 --> 00:01:31.800]   as
[00:01:31.800 --> 00:01:31.920]   "
[00:01:31.920 --> 00:01:32.160]  oh
[00:01:32.160 --> 00:01:32.890]   that
[00:01:32.890 --> 00:01:33.260]  's
[00:01:33.260 --> 00:01:33.420]   all
[00:01:33.420 --> 00:01:33.750]   debt
[00:01:33.750 --> 00:01:34.000]  "
[00:01:34.000 --> 00:01:34.180]   but
[00:01:34.180 --> 00:01:34.270]   it
[00:01:34.270 --> 00:01:34.710]   actually
[00:01:34.710 --> 00:01:34.820]   is
[00:01:34.820 --> 00:01:35.000]  .
[00:01:35.000 --> 00:01:35.130]   I
[00:01:35.130 --> 00:01:35.520]   had
[00:01:35.520 --> 00:01:36.170]   that
[00:01:36.170 --> 00:01:36.610]   Audi
[00:01:36.610 --> 00:01:36.880]  ,
[00:01:36.880 --> 00:01:37.560]   right
[00:01:37.560 --> 00:01:38.170]  ?
[00:01:38.170 --> 00:01:38.270]   So
[00:01:38.270 --> 00:01:38.820]   this
[00:01:38.820 --> 00:01:39.920]   Audi
[00:01:39.920 --> 00:01:40.050]   that
[00:01:40.050 --> 00:01:40.110]   I
[00:01:40.110 --> 00:01:40.460]   had
[00:01:40.460 --> 00:01:40.870]   was
[00:01:40.870 --> 00:01:41.140]   an
[00:01:41.140 --> 00:01:41.690]   Audi
[00:01:41.690 --> 00:01:42.000]   TT
[00:01:42.000 --> 00:01:42.170]   and
[00:01:42.170 --> 00:01:42.680]   basically
[00:01:42.680 --> 00:01:42.920]   we
[00:01:42.920 --> 00:01:42.960]   had
[00:01:42.960 --> 00:01:43.010]   $
[00:01:43.010 --> 00:01:43.350]  30
[00:01:43.350 --> 00:01:43.460]  ,
[00:01:43.460 --> 00:01:43.640]  000
[00:01:43.640 --> 00:01:44.510]   to
[00:01:44.510 --> 00:01:44.620]   pay
[00:01:44.620 --> 00:01:45.000]   off
[00:01:45.000 --> 00:01:45.380]   on
[00:01:45.380 --> 00:01:45.880]   that
[00:01:45.880 --> 00:01:46.000]   TT
[00:01:46.000 --> 00:01:46.000]  .
[00:01:46.000 --> 00:01:46.090]   So
[00:01:46.090 --> 00:01:46.290]   that
[00:01:46.290 --> 00:01:46.370]  's
[00:01:46.370 --> 00:01:46.410]   $
[00:01:46.410 --> 00:01:46.700]  30
[00:01:46.700 --> 00:01:46.790]  ,
[00:01:46.790 --> 00:01:47.220]  000
[00:01:47.220 --> 00:01:47.550]   debt
[00:01:47.550 --> 00:01:47.740]   and
[00:01:47.740 --> 00:01:47.740]   then
[00:01:47.740 --> 00:01:47.830]   we
[00:01:47.830 --> 00:01:47.970]   had
[00:01:47.970 --> 00:01:48.150]   this
[00:01:48.150 --> 00:01:48.400]   other
[00:01:48.400 --> 00:01:48.690]   credit
[00:01:48.690 --> 00:01:48.880]   card
[00:01:48.880 --> 00:01:49.020]   for
[00:01:49.020 --> 00:01:49.060]   $
[00:01:49.060 --> 00:01:49.440]  30
[00:01:49.440 --> 00:01:49.500]  ,
[00:01:49.500 --> 00:01:50.000]  000
[00:01:50.000 --> 00:01:50.000]  .
[00:01:50.000 --> 00:01:50.000]  
[00:01:50.000 --> 00:01:50.140]   So
[00:01:50.140 --> 00:01:50.280]   we
[00:01:50.280 --> 00:01:50.820]   cleared
[00:01:50.820 --> 00:01:51.090]   down
[00:01:51.090 --> 00:01:51.150]   $
[00:01:51.150 --> 00:01:51.580]  20
[00:01:51.580 --> 00:01:51.790]  ,
[00:01:51.790 --> 00:01:52.370]  000
[00:01:52.370 --> 00:01:52.510]   of
[00:01:52.510 --> 00:01:52.720]   the
[00:01:52.720 --> 00:01:53.150]   credit
[00:01:53.150 --> 00:01:53.460]   card
[00:01:53.460 --> 00:01:53.730]   just
[00:01:53.730 --> 00:01:53.870]   by
[00:01:53.870 --> 00:01:54.120]   paying
[00:01:54.120 --> 00:01:54.530]   down
[00:01:54.530 --> 00:01:54.850]   $
[00:01:54.850 --> 00:01:55.090]  20
[00:01:55.090 --> 00:01:55.260]  ,
[00:01:55.260 --> 00:01:55.990]  000
[00:01:55.990 --> 00:01:57.000]  .
[00:01:57.000 --> 00:01:57.200]   And
[00:01:57.200 --> 00:01:57.400]   the
[00:01:57.400 --> 00:01:57.660]   Audi
[00:01:57.660 --> 00:01:57.790]  ,
[00:01:57.790 --> 00:01:57.920]   we
[00:01:57.920 --> 00:01:58.460]   cleared
[00:01:58.460 --> 00:01:58.580]   the
[00:01:58.580 --> 00:01:58.910]   whole
[00:01:58.910 --> 00:01:59.240]   thing
[00:01:59.240 --> 00:01:59.500]   even
[00:01:59.500 --> 00:01:59.970]   though
[00:01:59.970 --> 00:02:00.020]   we
[00:02:00.020 --> 00:02:00.270]   were
[00:02:00.270 --> 00:02:00.420]   upside
[00:02:00.420 --> 00:02:00.910]   down
[00:02:00.910 --> 00:02:00.990]   $
[00:02:00.990 --> 00:02:01.310]  7
[00:02:01.310 --> 00:02:01.430]  ,
[00:02:01.430 --> 00:02:02.000]  000
[00:02:02.000 --> 00:02:02.000]  .
[00:02:02.000 --> 00:02:02.140]   So
[00:02:02.140 --> 00:02:02.280]   we
[00:02:02.280 --> 00:02:02.480]  've
[00:02:02.480 --> 00:02:03.090]   actually
[00:02:03.090 --> 00:02:03.360]   paid
[00:02:03.360 --> 00:02:03.510]   $
[00:02:03.510 --> 00:02:03.640]  7
[00:02:03.640 --> 00:02:03.850]  ,
[00:02:03.850 --> 00:02:04.450]  000
[00:02:04.450 --> 00:02:04.570]   to
[00:02:04.570 --> 00:02:04.780]   get
[00:02:04.780 --> 00:02:04.990]   out
[00:02:04.990 --> 00:02:05.130]   of
[00:02:05.130 --> 00:02:05.460]   that
[00:02:05.460 --> 00:02:05.710]   deal
[00:02:05.710 --> 00:02:06.000]  .
[00:02:06.000 --> 00:02:07.000]   Wow
[00:02:07.000 --> 00:02:07.000]  .
[00:02:07.000 --> 00:02:07.140]   So
[00:02:07.140 --> 00:02:07.630]   in
[00:02:07.630 --> 00:02:07.650]   other
[00:02:07.650 --> 00:02:08.020]   words
[00:02:08.020 --> 00:02:08.210]  ,
[00:02:08.210 --> 00:02:08.300]   we
[00:02:08.300 --> 00:02:08.630]   just
[00:02:08.630 --> 00:02:08.880]   gave
[00:02:08.880 --> 00:02:09.000]  -
[00:02:09.000 --> 00:02:09.090]   so
[00:02:09.090 --> 00:02:09.120]   it
[00:02:09.120 --> 00:02:09.320]   sounds
[00:02:09.320 --> 00:02:09.600]   counter
[00:02:09.600 --> 00:02:09.660]  int
[00:02:09.660 --> 00:02:09.860]  uitive
[00:02:09.860 --> 00:02:10.000]  .
[00:02:10.000 --> 00:02:10.080]   It
[00:02:10.080 --> 00:02:10.160]  's
[00:02:10.160 --> 00:02:10.330]   like
[00:02:10.330 --> 00:02:10.400]   "
[00:02:10.400 --> 00:02:10.440]  oh
[00:02:10.440 --> 00:02:10.600]   that
[00:02:10.600 --> 00:02:10.680]  's
[00:02:10.680 --> 00:02:10.910]   crazy
[00:02:10.910 --> 00:02:11.000]  ,
[00:02:11.000 --> 00:02:11.160]   why
[00:02:11.160 --> 00:02:11.420]   would
[00:02:11.420 --> 00:02:11.580]   you
[00:02:11.580 --> 00:02:11.790]   just
[00:02:11.790 --> 00:02:12.020]   give
[00:02:12.020 --> 00:02:12.050]   $
[00:02:12.050 --> 00:02:12.210]  7
[00:02:12.210 --> 00:02:12.310]  ,
[00:02:12.310 --> 00:02:12.890]  000
[00:02:12.890 --> 00:02:12.890]   to
[00:02:12.890 --> 00:02:13.060]   get
[00:02:13.060 --> 00:02:13.210]   out
[00:02:13.210 --> 00:02:13.310]   of
[00:02:13.310 --> 00:02:13.520]   that
[00:02:13.520 --> 00:02:13.720]   deal
[00:02:13.720 --> 00:02:14.000]  ?"
[00:02:14.000 --> 00:02:14.000]  
[00:02:14.000 --> 00:02:14.200]   But
[00:02:14.200 --> 00:02:14.740]   actually
[00:02:14.740 --> 00:02:14.880]  ,
[00:02:14.880 --> 00:02:15.160]   according
[00:02:15.160 --> 00:02:15.780]   to
[00:02:15.780 --> 00:02:15.880]   Dave
[00:02:15.880 --> 00:02:16.080]   Ram
[00:02:16.080 --> 00:02:16.280]  sey
[00:02:16.280 --> 00:02:16.410]  ,
[00:02:16.410 --> 00:02:16.750]   right
[00:02:16.750 --> 00:02:17.000]  ?
[00:02:17.000 --> 00:02:17.350]   And
[00:02:17.350 --> 00:02:17.490]   this
[00:02:17.490 --> 00:02:17.630]   is
[00:02:17.630 --> 00:02:17.840]   the
[00:02:17.840 --> 00:02:18.050]   guy
[00:02:18.050 --> 00:02:18.260]   who
[00:02:18.260 --> 00:02:18.530]   we
[00:02:18.530 --> 00:02:18.650]  're
[00:02:18.650 --> 00:02:19.000]   doing
[00:02:19.000 --> 00:02:19.180]  ,
[00:02:19.180 --> 00:02:19.450]   who
[00:02:19.450 --> 00:02:19.780]  's
[00:02:19.780 --> 00:02:20.440]   basically
[00:02:20.440 --> 00:02:20.710]   the
[00:02:20.710 --> 00:02:21.000]   guy
[00:02:21.000 --> 00:02:21.170]   who
[00:02:21.170 --> 00:02:21.430]   talks
[00:02:21.430 --> 00:02:21.860]   about
[00:02:21.860 --> 00:02:21.970]   why
[00:02:21.970 --> 00:02:22.020]   you
[00:02:22.020 --> 00:02:22.400]   shouldn
[00:02:22.400 --> 00:02:22.510]  't
[00:02:22.510 --> 00:02:22.620]   be
[00:02:22.620 --> 00:02:22.730]   in
[00:02:22.730 --> 00:02:23.000]   debt
[00:02:23.000 --> 00:02:23.000]  .
[00:02:23.000 --> 00:02:23.140]   And
[00:02:23.140 --> 00:02:23.660]   essentially
[00:02:23.660 --> 00:02:23.880]   when
[00:02:23.880 --> 00:02:23.990]   you
[00:02:23.990 --> 00:02:24.100]   go
[00:02:24.100 --> 00:02:24.410]   through
[00:02:24.410 --> 00:02:24.560]   his
[00:02:24.560 --> 00:02:24.930]   seminars
[00:02:24.930 --> 00:02:25.020]   it
[00:02:25.020 --> 00:02:25.250]   makes
[00:02:25.250 --> 00:02:25.390]   you
[00:02:25.390 --> 00:02:25.580]   feel
[00:02:25.580 --> 00:02:25.760]   like
[00:02:25.760 --> 00:02:25.810]   a
[00:02:25.810 --> 00:02:26.190]   freaking
[00:02:26.190 --> 00:02:26.420]   idiot
[00:02:26.420 --> 00:02:26.560]   for
[00:02:26.560 --> 00:02:26.790]   being
[00:02:26.790 --> 00:02:26.880]   in
[00:02:26.880 --> 00:02:27.090]   debt
[00:02:27.090 --> 00:02:27.180]   in
[00:02:27.180 --> 00:02:27.300]   the
[00:02:27.300 --> 00:02:27.530]   first
[00:02:27.530 --> 00:02:27.760]   place
[00:02:27.760 --> 00:02:28.000]  .
[00:02:28.000 --> 00:02:28.220]   You
[00:02:28.220 --> 00:02:28.700]   feel
[00:02:28.700 --> 00:02:28.910]   like
[00:02:28.910 --> 00:02:29.240]   such
[00:02:29.240 --> 00:02:29.350]   a
[00:02:29.350 --> 00:02:29.480]   ch
[00:02:29.480 --> 00:02:29.710]  ump
[00:02:29.710 --> 00:02:30.130]  .
[00:02:30.130 --> 00:02:30.520]   Anyway
[00:02:30.520 --> 00:02:31.250]  ,
[00:02:31.250 --> 00:02:31.300]   the
[00:02:31.300 --> 00:02:32.320]   smallest
[00:02:32.320 --> 00:02:32.420]   loans
[00:02:32.420 --> 00:02:32.900]   cleared
[00:02:32.900 --> 00:02:33.000]  -
[00:02:33.000 --> 00:02:33.360]   you
[00:02:33.360 --> 00:02:33.770]   know
[00:02:33.770 --> 00:02:34.050]  ,
[00:02:34.050 --> 00:02:34.070]   he
[00:02:34.070 --> 00:02:34.100]  's
[00:02:34.100 --> 00:02:34.170]   got
[00:02:34.170 --> 00:02:34.270]   this
[00:02:34.270 --> 00:02:34.440]   concept
[00:02:34.440 --> 00:02:34.590]   called
[00:02:34.590 --> 00:02:34.660]   the
[00:02:34.660 --> 00:02:34.760]   debt
[00:02:34.760 --> 00:02:35.000]   snowball
[00:02:35.000 --> 00:02:35.000]  .
[00:02:35.000 --> 00:02:35.120]   So
[00:02:35.120 --> 00:02:35.310]   you
[00:02:35.310 --> 00:02:35.600]   clear
[00:02:35.600 --> 00:02:35.780]   the
[00:02:35.780 --> 00:02:36.260]   smallest
[00:02:36.260 --> 00:02:36.560]   loans
[00:02:36.560 --> 00:02:36.860]   first
[00:02:36.860 --> 00:02:37.040]   and
[00:02:37.040 --> 00:02:37.390]   the
[00:02:37.390 --> 00:02:37.700]   cheapest
[00:02:37.700 --> 00:02:37.750]   way
[00:02:37.750 --> 00:02:38.220]   of
[00:02:38.220 --> 00:02:38.420]   getting
[00:02:38.420 --> 00:02:38.600]   out
[00:02:38.600 --> 00:02:38.720]   of
[00:02:38.720 --> 00:02:38.780]   a
[00:02:38.780 --> 00:02:39.020]   debt
[00:02:39.020 --> 00:02:39.140]   is
[00:02:39.140 --> 00:02:39.400]   that
[00:02:39.400 --> 00:02:39.540]  's
[00:02:39.540 --> 00:02:39.680]   the
[00:02:39.680 --> 00:02:39.860]   one
[00:02:39.860 --> 00:02:40.040]   you
[00:02:40.040 --> 00:02:40.400]   should
[00:02:40.400 --> 00:02:40.520]   go
[00:02:40.520 --> 00:02:40.700]   for
[00:02:40.700 --> 00:02:41.000]  .
[00:02:41.000 --> 00:02:41.000]  
[00:02:41.000 --> 00:02:41.170]   So
[00:02:41.170 --> 00:02:41.650]   actually
[00:02:41.650 --> 00:02:41.910]  ,
[00:02:41.910 --> 00:02:42.130]   there
[00:02:42.130 --> 00:02:42.230]  's
[00:02:42.230 --> 00:02:42.620]   30
[00:02:42.620 --> 00:02:42.950]   grand
[00:02:42.950 --> 00:02:43.070]  's
[00:02:43.070 --> 00:02:43.130]   worth
[00:02:43.130 --> 00:02:43.730]   of
[00:02:43.730 --> 00:02:43.780]   debt
[00:02:43.780 --> 00:02:44.060]  .
[00:02:44.060 --> 00:02:44.070]   We
[00:02:44.070 --> 00:02:44.150]  're
[00:02:44.150 --> 00:02:44.340]   paying
[00:02:44.340 --> 00:02:44.380]   $
[00:02:44.380 --> 00:02:44.460]  7
[00:02:44.460 --> 00:02:44.520]  ,
[00:02:44.520 --> 00:02:44.800]  000
[00:02:44.800 --> 00:02:44.880]   but
[00:02:44.880 --> 00:02:45.010]   then
[00:02:45.010 --> 00:02:45.130]   we
[00:02:45.130 --> 00:02:45.160]  're
[00:02:45.160 --> 00:02:45.280]   just
[00:02:45.280 --> 00:02:45.500]   getting
[00:02:45.500 --> 00:02:45.620]   out
[00:02:45.620 --> 00:02:45.650]   of
[00:02:45.650 --> 00:02:45.870]   that
[00:02:45.870 --> 00:02:46.000]   debt
[00:02:46.000 --> 00:02:47.000]  .
[00:02:47.000 --> 00:02:47.080]   We
[00:02:47.080 --> 00:02:47.210]   don
[00:02:47.210 --> 00:02:47.290]  't
[00:02:47.290 --> 00:02:47.460]   have
[00:02:47.460 --> 00:02:47.640]   that
