
[00:00:00.000 --> 00:00:00.200]  
[00:00:00.200 --> 00:00:01.010]   Join
[00:01:25.230 --> 00:01:26.030]   service
[00:01:26.030 --> 00:01:26.370]   within
[00:01:26.370 --> 00:01:26.430]   G
[00:01:26.430 --> 00:01:26.670]  iga
[00:01:26.670 --> 00:01:26.730]  Sp
[00:01:26.730 --> 00:01:27.000]  aces
[00:01:27.000 --> 00:01:27.000]  .
[00:01:27.000 --> 00:01:27.120]   I
[00:01:27.120 --> 00:01:27.480]   was
[00:01:27.480 --> 00:01:27.970]   back
[00:01:27.970 --> 00:01:28.910]   there
[00:01:28.910 --> 00:01:28.920]   the
[00:01:28.920 --> 00:01:29.410]   head
[00:01:29.410 --> 00:01:29.700]   of
[00:01:29.700 --> 00:01:30.540]   engineering
[00:01:30.540 --> 00:01:31.000]  .
[00:01:31.000 --> 00:01:31.310]   And
[00:01:31.310 --> 00:01:31.410]   I
[00:01:31.410 --> 00:01:31.720]   had
[00:01:31.720 --> 00:01:32.340]   many
[00:01:32.340 --> 00:01:33.290]   discussions
[00:01:33.290 --> 00:01:33.710]   with
[00:01:33.710 --> 00:01:34.020]   the
[00:01:34.020 --> 00:01:35.000]   customers
[00:01:35.000 --> 00:01:35.280]   who
[00:01:35.280 --> 00:01:35.660]   were
[00:01:35.660 --> 00:01:36.320]   looking
[00:01:36.320 --> 00:01:36.600]   for
[00:01:36.600 --> 00:01:37.000]   help
[00:01:37.000 --> 00:01:37.220]   in
[00:01:37.220 --> 00:01:37.570]   migration
[00:01:37.570 --> 00:01:37.780]   into
[00:01:37.780 --> 00:01:38.000]   SaaS
[00:01:38.000 --> 00:01:38.000]  .
[00:01:38.000 --> 00:01:38.300]   And
[00:01:38.300 --> 00:01:38.400]   I
[00:01:38.400 --> 00:01:38.700]   was
[00:01:38.700 --> 00:01:39.290]   trying
[00:01:39.290 --> 00:01:39.490]   to
[00:01:39.490 --> 00:01:40.480]   understand
[00:01:40.480 --> 00:01:40.780]   why
[00:01:40.780 --> 00:01:41.150]   is
[00:01:41.150 --> 00:01:41.180]   it
[00:01:41.180 --> 00:01:41.440]   so
[00:01:41.440 --> 00:01:42.000]   common
[00:01:42.000 --> 00:01:43.170]   that
[00:01:43.170 --> 00:01:44.000]   businesses
[00:01:44.000 --> 00:01:44.130]   and
[00:01:44.130 --> 00:01:44.530]   customers
[00:01:44.530 --> 00:01:44.660]   are
[00:01:44.660 --> 00:01:45.000]   looking
[00:01:45.000 --> 00:01:46.040]   for
[00:01:46.040 --> 00:01:47.060]   assistance
[00:01:47.060 --> 00:01:47.140]   in
[00:01:47.140 --> 00:01:47.560]   moving
[00:01:47.560 --> 00:01:47.720]   to
[00:01:47.720 --> 00:01:48.000]   SaaS
[00:01:48.000 --> 00:01:48.000]  .
[00:01:48.000 --> 00:01:48.000]  
[00:01:48.000 --> 00:01:48.270]   And
[00:01:48.270 --> 00:01:48.360]   I
[00:01:48.360 --> 00:01:48.630]   got
[00:01:48.630 --> 00:01:48.990]   this
[00:01:48.990 --> 00:01:49.710]   feedback
[00:01:49.710 --> 00:01:50.210]   that
[00:01:50.210 --> 00:01:50.520]   their
[00:01:50.520 --> 00:01:51.690]   customers
[00:01:51.690 --> 00:01:51.760]   were
[00:01:51.760 --> 00:01:52.590]   requesting
[00:01:52.590 --> 00:01:53.000]   them
[00:01:53.000 --> 00:01:53.250]   to
[00:01:53.250 --> 00:01:54.090]   provide
[00:01:54.090 --> 00:01:54.660]   a
[00:01:54.660 --> 00:01:54.740]   SaaS
[00:01:54.740 --> 00:01:56.230]   subscription
[00:01:56.230 --> 00:01:56.340]  -
[00:01:56.340 --> 00:01:56.960]  based
[00:01:56.960 --> 00:01:57.960]   offering
[00:01:57.960 --> 00:01:58.000]  .
[00:01:58.000 --> 00:01:58.240]   So
[00:01:58.240 --> 00:01:58.620]   we
[00:01:58.620 --> 00:01:58.840]   sat
[00:01:58.840 --> 00:01:59.310]   down
[00:01:59.310 --> 00:01:59.770]   and
[00:01:59.770 --> 00:01:59.910]   we
[00:01:59.910 --> 00:02:00.740]   thought
[00:02:00.740 --> 00:02:01.000]  ,
[00:02:01.000 --> 00:02:01.190]   well
[00:02:01.190 --> 00:02:01.280]  ,
[00:02:01.280 --> 00:02:01.470]   SaaS
[00:02:01.470 --> 00:02:01.670]   is
[00:02:01.670 --> 00:02:02.040]   happening
[00:02:02.040 --> 00:02:02.280]   and
[00:02:02.280 --> 00:02:02.360]   it
[00:02:02.360 --> 00:02:02.500]  's
[00:02:02.500 --> 00:02:02.870]   going
[00:02:02.870 --> 00:02:03.040]   to
[00:02:03.040 --> 00:02:03.500]   happen
[00:02:03.500 --> 00:02:03.760]   big
[00:02:03.760 --> 00:02:04.000]   time
[00:02:04.000 --> 00:02:04.000]  .
[00:02:04.000 --> 00:02:04.260]   Let
[00:02:04.260 --> 00:02:04.410]  's
[00:02:04.410 --> 00:02:04.570]   do
[00:02:04.570 --> 00:02:05.280]   something
[00:02:05.280 --> 00:02:05.920]   about
[00:02:05.920 --> 00:02:06.050]   that
[00:02:06.050 --> 00:02:06.290]   and
[00:02:06.290 --> 00:02:06.680]   what
[00:02:06.680 --> 00:02:07.120]   really
[00:02:07.120 --> 00:02:07.700]   changes
[00:02:07.700 --> 00:02:08.000]  .
[00:02:08.000 --> 00:02:08.220]   So
[00:02:08.220 --> 00:02:08.380]   one
[00:02:08.380 --> 00:02:08.760]   of
[00:02:08.760 --> 00:02:09.220]   the
[00:02:09.220 --> 00:02:09.230]   things
[00:02:09.230 --> 00:02:09.540]   that
[00:02:09.540 --> 00:02:09.690]   we
[00:02:09.690 --> 00:02:09.920]  've
[00:02:09.920 --> 00:02:10.470]   learned
[00:02:10.470 --> 00:02:10.620]   is
[00:02:10.620 --> 00:02:11.000]   that
[00:02:11.000 --> 00:02:11.880]   not
[00:02:11.880 --> 00:02:13.000]   only
[00:02:13.000 --> 00:02:13.760]   building
[00:02:13.760 --> 00:02:13.850]   a
[00:02:13.850 --> 00:02:14.230]   SaaS
[00:02:14.230 --> 00:02:15.000]   solution
[00:02:15.000 --> 00:02:15.230]   is
[00:02:15.230 --> 00:02:16.000]   difficult
[00:02:16.000 --> 00:02:16.000]   technically
[00:02:16.000 --> 00:02:16.000]  
[00:02:16.000 --> 00:02:16.280]   with
[00:02:16.280 --> 00:02:16.470]   all
[00:02:16.470 --> 00:02:16.700]   the
[00:02:16.700 --> 00:02:17.000]   multi
[00:02:17.000 --> 00:02:17.060]  -
[00:02:17.060 --> 00:02:17.260]  ten
[00:02:17.260 --> 00:02:17.530]  ancy
[00:02:17.530 --> 00:02:17.800]   and
[00:02:17.800 --> 00:02:18.470]   performance
[00:02:18.470 --> 00:02:19.280]   requirements
[00:02:19.280 --> 00:02:19.570]   and
[00:02:19.570 --> 00:02:19.610]   so
[00:02:19.610 --> 00:02:19.840]   forth
[00:02:19.840 --> 00:02:20.000]  .
[00:02:20.000 --> 00:02:20.390]   It
[00:02:20.390 --> 00:02:20.460]   also
[00:02:20.460 --> 00:02:21.040]   changes
[00:02:21.040 --> 00:02:21.930]   dramatically
[00:02:21.930 --> 00:02:22.160]   the
[00:02:22.160 --> 00:02:22.380]   way
[00:02:22.380 --> 00:02:23.320]   companies
[00:02:23.320 --> 00:02:23.360]   are
[00:02:23.360 --> 00:02:23.940]   actually
[00:02:23.940 --> 00:02:24.330]   doing
[00:02:24.330 --> 00:02:25.000]   business
[00:02:25.000 --> 00:02:26.000]   and
[00:02:26.000 --> 00:02:26.230]   their
[00:02:26.230 --> 00:02:26.770]   interaction
[00:02:26.770 --> 00:02:27.010]   model
[00:02:27.010 --> 00:02:27.440]   with
[00:02:27.440 --> 00:02:27.990]   their
[00:02:27.990 --> 00:02:28.560]   customers
[00:02:28.560 --> 00:02:29.000]  .
[00:02:29.000 --> 00:02:29.500]   Once
[00:02:29.500 --> 00:02:30.730]   companies
[00:02:30.730 --> 00:02:31.120]   have
[00:02:31.120 --> 00:02:31.260]   a
[00:02:31.260 --> 00:02:31.740]   SaaS
[00:02:31.740 --> 00:02:32.730]   offering
[00:02:32.730 --> 00:02:33.030]  ,
[00:02:33.030 --> 00:02:33.600]   most
[00:02:33.600 --> 00:02:33.710]   of
[00:02:33.710 --> 00:02:33.900]   the
[00:02:33.900 --> 00:02:35.270]   interaction
[00:02:35.270 --> 00:02:35.520]   their
[00:02:35.520 --> 00:02:35.760]   customers
[00:02:35.760 --> 00:02:36.000]   have
[00:02:36.000 --> 00:02:36.490]   with
[00:02:36.490 --> 00:02:37.000]   them
[00:02:37.000 --> 00:02:37.190]   as
[00:02:37.190 --> 00:02:38.000]   companies
[00:02:38.000 --> 00:02:38.180]   is
[00:02:38.180 --> 00:02:38.310]   through
[00:02:38.310 --> 00:02:38.510]   the
[00:02:38.510 --> 00:02:38.650]   service
[00:02:38.650 --> 00:02:38.860]   itself
[00:02:38.860 --> 00:02:39.000]  .
[00:02:39.000 --> 00:02:39.000]  
[00:02:39.000 --> 00:02:39.260]   So
[00:02:39.260 --> 00:02:39.800]   SaaS
[00:02:39.800 --> 00:02:39.940]   and
[00:02:39.940 --> 00:02:40.680]   web
[00:02:40.680 --> 00:02:41.510]   applications
[00:02:41.510 --> 00:02:41.920]   are
[00:02:41.920 --> 00:02:42.130]   all
[00:02:42.130 --> 00:02:43.080]   promoting
[00:02:43.080 --> 00:02:43.500]   self
[00:02:43.500 --> 00:02:43.600]  -
[00:02:43.600 --> 00:02:44.330]  service
[00:02:44.330 --> 00:02:44.600]   and
[00:02:44.600 --> 00:02:44.970]   a
[00:02:44.970 --> 00:02:45.160]   much
[00:02:45.160 --> 00:02:45.790]   larger
[00:02:45.790 --> 00:02:46.430]   volume
[00:02:46.430 --> 00:02:46.630]   of
[00:02:46.630 --> 00:02:47.630]   customers
[00:02:47.630 --> 00:02:48.000]  .
[00:02:48.000 --> 00:02:48.570]   However
[00:02:48.570 --> 00:02:48.650]  ,
[00:02:48.650 --> 00:02:48.690]   on
[00:02:48.690 --> 00:02:48.880]   the
[00:02:48.880 --> 00:02:49.200]   other
[00:02:49.200 --> 00:02:49.450]   hand
[00:02:49.450 --> 00:02:49.570]  ,
[00:02:49.570 --> 00:02:49.690]   it
[00:02:49.690 --> 00:02:49.870]  's
[00:02:49.870 --> 00:02:50.140]   very
[00:02:50.140 --> 00:02:50.640]   important
[00:02:50.640 --> 00:02:50.830]   for
[00:02:50.830 --> 00:02:51.020]   the
[00:02:51.020 --> 00:02:51.270]   SaaS
[00:02:51.270 --> 00:02:52.000]   businesses
[00:02:52.000 --> 00:02:52.250]   to
[00:02:52.250 --> 00:02:53.000]   really
[00:02:53.000 --> 00:02:54.000]   understand
[00:02:54.000 --> 00:02:54.200]   the
[00:02:54.200 --> 00:02:54.790]   customers
[00:02:54.790 --> 00:02:55.000]   and
[00:02:55.000 --> 00:02:56.000]   tune
[00:02:56.000 --> 00:02:56.570]   the
[00:02:56.570 --> 00:02:57.000]   service
[00:02:57.000 --> 00:02:57.000]   they
[00:02:57.000 --> 00:02:57.000]  're
[00:02:57.000 --> 00:02:57.000]   providing
[00:02:57.000 --> 00:02:57.210]   so
[00:02:57.210 --> 00:02:58.150]   customers
[00:02:58.150 --> 00:02:58.570]   will
[00:02:58.570 --> 00:02:58.780]   be
[00:02:58.780 --> 00:02:59.500]   happy
[00:02:59.500 --> 00:02:59.610]   and
[00:02:59.610 --> 00:03:00.100]   keep
[00:03:00.100 --> 00:03:00.620]   paying
[00:03:00.620 --> 00:03:01.210]   them
[00:03:01.210 --> 00:03:01.290]   on
[00:03:01.290 --> 00:03:01.480]   a
[00:03:01.480 --> 00:03:02.210]   monthly
[00:03:02.210 --> 00:03:02.640]   basis
[00:03:02.640 --> 00:03:03.000]  .
[00:03:03.000 --> 00:03:03.000]  
[00:03:03.000 --> 00:03:03.750]   So
[00:03:03.750 --> 00:03:03.930]   this
[00:03:03.930 --> 00:03:04.640]   was
[00:03:04.640 --> 00:03:06.090]   essentially
[00:03:06.090 --> 00:03:06.550]   the
[00:03:06.550 --> 00:03:07.940]   beginning
[00:03:07.940 --> 00:03:08.250]   of
[00:03:08.250 --> 00:03:08.710]   our
[00:03:08.710 --> 00:03:10.000]   thinking
[00:03:10.000 --> 00:03:10.330]   and
[00:03:10.330 --> 00:03:10.550]   we
[00:03:10.550 --> 00:03:11.000]   then
[00:03:11.000 --> 00:03:11.380]   were
[00:03:11.380 --> 00:03:11.760]   true
[00:03:11.760 --> 00:03:12.630]   advocates
[00:03:12.630 --> 00:03:12.820]   of
[00:03:12.820 --> 00:03:13.200]   Lean
[00:03:13.200 --> 00:03:13.680]   Start
[00:03:13.680 --> 00:03:14.000]  ups
[00:03:14.000 --> 00:03:14.000]  .
[00:03:14.000 --> 00:03:14.200]   So
[00:03:14.200 --> 00:03:14.700]   we
[00:03:14.700 --> 00:03:15.210]   actually
[00:03:15.210 --> 00:03:15.610]   went
[00:03:15.610 --> 00:03:15.910]   and
[00:03:15.910 --> 00:03:17.030]   interviewed
[00:03:17.030 --> 00:03:17.430]   over
[00:03:17.430 --> 00:03:18.040]   50
[00:03:18.040 --> 00:03:19.000]   companies
[00:03:19.000 --> 00:03:19.090]   to
[00:03:19.090 --> 00:03:19.540]   really
[00:03:19.540 --> 00:03:20.000]   understand
[00:03:20.000 --> 00:03:20.100]  ,
[00:03:20.100 --> 00:03:20.280]   are
[00:03:20.280 --> 00:03:20.570]   these
[00:03:20.570 --> 00:03:21.210]   assumptions
[00:03:21.210 --> 00:03:21.560]   really
[00:03:21.560 --> 00:03:21.810]   true
[00:03:21.810 --> 00:03:22.000]  ?
[00:03:22.000 --> 00:03:22.230]   Is
[00:03:22.230 --> 00:03:22.440]   it
[00:03:22.440 --> 00:03:23.160]   really
[00:03:23.160 --> 00:03:23.210]   a
[00:03:23.210 --> 00:03:23.650]   pain
[00:03:23.650 --> 00:03:24.000]  ?
[00:03:24.000 --> 00:03:24.280]   Is
[00:03:24.280 --> 00:03:24.390]   it
[00:03:24.390 --> 00:03:24.920]   something
[00:03:24.920 --> 00:03:25.210]   that
[00:03:25.210 --> 00:03:25.340]   is
[00:03:25.340 --> 00:03:25.690]   being
[00:03:25.690 --> 00:03:25.970]   done
[00:03:25.970 --> 00:03:26.750]   differently
[00:03:26.750 --> 00:03:27.000]  ?
[00:03:27.000 --> 00:03:27.000]  
[00:03:27.000 --> 00:03:27.850]   Luckily
[00:03:27.850 --> 00:03:28.210]   for
[00:03:28.210 --> 00:03:28.500]   us
[00:03:28.500 --> 00:03:28.700]  ,
[00:03:28.700 --> 00:03:29.020]   we
[00:03:29.020 --> 00:03:29.310]   did
[00:03:29.310 --> 00:03:29.780]   hear
[00:03:29.780 --> 00:03:30.410]   that
[00:03:30.410 --> 00:03:30.510]   it
[00:03:30.510 --> 00:03:31.470]   changes
[00:03:31.470 --> 00:03:32.860]   everything
[00:03:32.860 --> 00:03:33.000]  .
[00:03:33.000 --> 00:03:33.460]   They
[00:03:33.460 --> 00:03:33.920]   have
[00:03:33.920 --> 00:03:35.150]   different
[00:03:35.150 --> 00:03:36.350]   interaction
[00:03:36.350 --> 00:03:36.900]   models
[00:03:36.900 --> 00:03:37.360]   with
[00:03:37.360 --> 00:03:37.930]   their
[00:03:37.930 --> 00:03:39.050]   customers
[00:03:39.050 --> 00:03:41.180]   where
[00:03:41.180 --> 00:03:41.200]   the
[00:03:41.200 --> 00:03:41.460]   self
[00:03:41.460 --> 00:03:41.600]  -
[00:03:41.600 --> 00:03:42.000]  service
[00:03:42.000 --> 00:03:42.240]  ,
[00:03:42.240 --> 00:03:42.610]   the
[00:03:42.610 --> 00:03:43.270]   web
[00:03:43.270 --> 00:03:44.000]   presence
[00:03:44.000 --> 00:03:44.000]  ,
[00:03:44.000 --> 00:03:44.570]   drives
[00:03:44.570 --> 00:03:44.660]   a
[00:03:44.660 --> 00:03:45.520]   different
[00:03:45.520 --> 00:03:45.900]   mode
[00:03:45.900 --> 00:03:46.090]   of
[00:03:46.090 --> 00:03:47.140]   interaction
[00:03:47.140 --> 00:03:47.620]   where
[00:03:47.620 --> 00:03:48.480]   customers
[00:03:48.480 --> 00:03:48.760]   are
[00:03:48.760 --> 00:03:49.530]   actually
[00:03:49.530 --> 00:03:50.200]   getting
[00:03:50.200 --> 00:03:50.580]   most
