
[00:00:00.000 --> 00:00:00.910]  
[00:00:00.910 --> 00:00:22.110]   Welcome
[00:00:43.950 --> 00:00:44.460]   about
[00:00:44.460 --> 00:00:44.630]  .
[00:00:44.630 --> 00:00:44.800]   So
[00:00:44.800 --> 00:00:45.090]   you
[00:00:45.090 --> 00:00:45.430]   just
[00:00:45.430 --> 00:00:45.800]   ask
[00:00:45.800 --> 00:00:45.840]   me
[00:00:45.840 --> 00:00:46.280]   much
[00:00:46.280 --> 00:00:46.620]   bunch
[00:00:46.620 --> 00:00:46.790]   of
[00:00:46.790 --> 00:00:47.220]   stuff
[00:00:47.220 --> 00:00:47.740]  .
[00:00:47.740 --> 00:00:48.230]   The
[00:00:48.230 --> 00:00:48.350]   problem
[00:00:48.350 --> 00:00:48.520]   is
[00:00:48.520 --> 00:00:48.630]   I
[00:00:48.630 --> 00:00:49.020]   spoke
[00:00:49.020 --> 00:00:49.300]   a
[00:00:49.300 --> 00:00:49.630]   little
[00:00:49.630 --> 00:00:49.890]   too
[00:00:49.890 --> 00:00:50.650]   openly
[00:00:50.650 --> 00:00:50.840]   about
[00:00:50.840 --> 00:00:50.920]   a
[00:00:50.920 --> 00:00:51.530]   handful
[00:00:51.530 --> 00:00:51.690]   of
[00:00:51.690 --> 00:00:52.230]   topics
[00:00:52.230 --> 00:00:52.610]   that
[00:00:52.610 --> 00:00:52.650]   I
[00:00:52.650 --> 00:00:53.340]   probably
[00:00:53.340 --> 00:00:53.950]   shouldn
[00:00:53.950 --> 00:00:54.110]  't
[00:00:54.110 --> 00:00:54.470]   have
[00:00:54.470 --> 00:00:54.790]  .
[00:00:54.790 --> 00:00:55.060]   Um
[00:00:55.060 --> 00:00:55.250]   they
[00:00:55.250 --> 00:00:55.600]   were
[00:00:55.600 --> 00:00:56.120]   things
[00:00:56.120 --> 00:00:56.470]   that
[00:00:56.470 --> 00:00:56.800]   they
[00:00:56.800 --> 00:00:57.240]   weren
[00:00:57.240 --> 00:00:57.420]  't
[00:00:57.420 --> 00:00:57.680]   bad
[00:00:57.680 --> 00:00:57.970]   it
[00:00:57.970 --> 00:00:58.210]  ,
[00:00:58.210 --> 00:00:58.280]   was
[00:00:58.280 --> 00:00:59.760]   just [SPEAKER_TURN]
[00:00:59.760 --> 00:00:59.800]   Yeah
[00:00:59.800 --> 00:00:59.940]  . [SPEAKER_TURN]
[00:01:00.020 --> 00:01:00.020]  
[00:01:00.020 --> 00:01:00.350]   you
[00:01:00.350 --> 00:01:00.480]   know
[00:01:00.480 --> 00:01:00.680]   the
[00:01:00.680 --> 00:01:01.190]   things
[00:01:01.190 --> 00:01:01.340]   that
[00:01:01.340 --> 00:01:01.530]   you
[00:01:01.530 --> 00:01:01.740]   can
[00:01:01.740 --> 00:01:01.940]   say
[00:01:01.940 --> 00:01:02.100]   and
[00:01:02.100 --> 00:01:02.410]   have
[00:01:02.410 --> 00:01:02.930]   recorded
[00:01:02.930 --> 00:01:03.130]   and
[00:01:03.130 --> 00:01:03.860]   distributed
[00:01:03.860 --> 00:01:03.990]   on
[00:01:03.990 --> 00:01:04.210]   the
[00:01:04.210 --> 00:01:04.720]   internet
[00:01:04.720 --> 00:01:04.920]   and
[00:01:04.920 --> 00:01:05.250]   there
[00:01:05.250 --> 00:01:05.400]  's
[00:01:05.400 --> 00:01:05.780]   things
[00:01:05.780 --> 00:01:06.040]   that
[00:01:06.040 --> 00:01:06.220]   you
[00:01:06.220 --> 00:01:06.590]   can
[00:01:06.590 --> 00:01:06.700]   only
[00:01:06.700 --> 00:01:06.970]   talk
[00:01:06.970 --> 00:01:07.290]   about
[00:01:07.290 --> 00:01:07.640]   with
[00:01:07.640 --> 00:01:07.950]   people
[00:01:07.950 --> 00:01:08.080]   in
[00:01:08.080 --> 00:01:08.400]   person
[00:01:08.400 --> 00:01:08.820]  .
[00:01:08.820 --> 00:01:08.880]   And
[00:01:08.880 --> 00:01:09.010]   uh
[00:01:09.010 --> 00:01:09.070]   I
[00:01:09.070 --> 00:01:09.600]   realized
[00:01:09.600 --> 00:01:09.930]   after
[00:01:09.930 --> 00:01:10.530]   listening
[00:01:10.530 --> 00:01:10.660]   to
[00:01:10.660 --> 00:01:11.050]   the
[00:01:11.050 --> 00:01:11.120]   show
[00:01:11.120 --> 00:01:11.250]   uh
[00:01:11.250 --> 00:01:11.510]   when
[00:01:11.510 --> 00:01:11.930]   making
[00:01:11.930 --> 00:01:12.110]   the
[00:01:12.110 --> 00:01:12.480]   note
[00:01:12.480 --> 00:01:12.630]   that
[00:01:12.630 --> 00:01:12.960]   there
[00:01:12.960 --> 00:01:13.250]   were
[00:01:13.250 --> 00:01:13.480]   each
[00:01:13.480 --> 00:01:13.740]   each
[00:01:13.740 --> 00:01:13.870]   of
[00:01:13.870 --> 00:01:14.200]   those
[00:01:14.200 --> 00:01:14.600]   topics
[00:01:14.600 --> 00:01:14.660]   I
[00:01:14.660 --> 00:01:14.790]   we
[00:01:14.790 --> 00:01:15.120]   spent
[00:01:15.120 --> 00:01:15.180]   a
[00:01:15.180 --> 00:01:15.910]   significant
[00:01:15.910 --> 00:01:16.310]   amount
[00:01:16.310 --> 00:01:16.440]   of
[00:01:16.440 --> 00:01:16.700]   time
[00:01:16.700 --> 00:01:17.160]   talking
[00:01:17.160 --> 00:01:17.490]   about
[00:01:17.490 --> 00:01:18.290]   something
[00:01:18.290 --> 00:01:18.510]   that
[00:01:18.510 --> 00:01:18.900]   probably
[00:01:18.900 --> 00:01:19.370]   shouldn
[00:01:19.370 --> 00:01:19.490]  't
[00:01:19.490 --> 00:01:19.600]   be
[00:01:19.600 --> 00:01:20.250]   talking
[00:01:20.250 --> 00:01:20.390]   about
[00:01:20.390 --> 00:01:20.520]   um
[00:01:20.520 --> 00:01:20.640]  ,
[00:01:20.640 --> 00:01:20.850]   and
[00:01:20.850 --> 00:01:21.120]   they
[00:01:21.120 --> 00:01:21.510]   were
[00:01:21.510 --> 00:01:21.570]   all
[00:01:21.570 --> 00:01:22.100]   personal
[00:01:22.100 --> 00:01:22.500]   things
[00:01:22.500 --> 00:01:22.760]   that
[00:01:22.760 --> 00:01:23.090]   uh
[00:01:23.090 --> 00:01:23.240]   you
[00:01:23.240 --> 00:01:23.290]  're
[00:01:23.290 --> 00:01:23.490]   not
[00:01:23.490 --> 00:01:23.720]   per
[00:01:23.720 --> 00:01:23.750]  p
[00:01:23.750 --> 00:01:24.010]   per
[00:01:24.010 --> 00:01:24.210]   some
[00:01:24.210 --> 00:01:24.680]   things
[00:01:24.680 --> 00:01:24.930]   that
[00:01:24.930 --> 00:01:25.060]   I
[00:01:25.060 --> 00:01:25.080]  'm
[00:01:25.080 --> 00:01:25.590]   involved
[00:01:25.590 --> 00:01:25.740]   in
[00:01:25.740 --> 00:01:25.950]   and
[00:01:25.950 --> 00:01:26.040]   so
[00:01:26.040 --> 00:01:26.110]   I
[00:01:26.110 --> 00:01:26.370]   just
[00:01:26.370 --> 00:01:26.630]   said
[00:01:26.630 --> 00:01:26.830]   you
[00:01:26.830 --> 00:01:27.090]   know
[00:01:27.090 --> 00:01:27.350]   what
[00:01:27.350 --> 00:01:27.480]  ,
[00:01:27.480 --> 00:01:27.720]   this
[00:01:27.720 --> 00:01:27.870]   is
[00:01:27.870 --> 00:01:28.130]   just
[00:01:28.130 --> 00:01:28.390]   this
[00:01:28.390 --> 00:01:28.700]   is
[00:01:28.700 --> 00:01:28.720]   not
[00:01:28.720 --> 00:01:28.980]   even
[00:01:28.980 --> 00:01:29.490]   worth
[00:01:29.490 --> 00:01:30.020]   it
[00:01:30.020 --> 00:01:30.020]  
[00:01:30.020 --> 00:01:30.150]   It
[00:01:30.150 --> 00:01:30.280]  's
[00:01:30.280 --> 00:01:30.340]   a
[00:01:30.340 --> 00:01:30.670]   funny
[00:01:30.670 --> 00:01:30.880]   run
[00:01:30.880 --> 00:01:30.990]   of
[00:01:30.990 --> 00:01:31.250]   luck
[00:01:31.250 --> 00:01:31.440]   for
[00:01:31.440 --> 00:01:31.640]   uh
[00:01:31.640 --> 00:01:31.760]   for
[00:01:31.760 --> 00:01:31.890]   us
[00:01:31.890 --> 00:01:32.350]   because
[00:01:32.350 --> 00:01:32.930]   obviously
[00:01:32.930 --> 00:01:33.390]   the
[00:01:33.390 --> 00:01:33.640]   show
[00:01:33.640 --> 00:01:33.780]   before
[00:01:33.780 --> 00:01:34.040]   that
[00:01:34.040 --> 00:01:34.300]   like
[00:01:34.300 --> 00:01:34.490]   the
[00:01:34.490 --> 00:01:34.740]   bulk
[00:01:34.740 --> 00:01:34.880]   of
[00:01:34.880 --> 00:01:35.010]   it
[00:01:35.010 --> 00:01:35.200]   was
[00:01:35.200 --> 00:01:35.550]   just
[00:01:35.550 --> 00:01:35.810]   wiped
[00:01:35.810 --> 00:01:35.980]   out
[00:01:35.980 --> 00:01:36.440]   because
[00:01:36.440 --> 00:01:36.570]   of
[00:01:36.570 --> 00:01:36.920]   audio
[00:01:36.920 --> 00:01:37.360]   quality
[00:01:37.360 --> 00:01:37.550]   and
[00:01:37.550 --> 00:01:37.810]   then
[00:01:37.810 --> 00:01:37.940]   we
[00:01:37.940 --> 00:01:38.220]   did
[00:01:38.220 --> 00:01:38.390]   this
[00:01:38.390 --> 00:01:38.720]   other
[00:01:38.720 --> 00:01:38.900]   show
[00:01:38.900 --> 00:01:39.300]   and
[00:01:39.300 --> 00:01:39.300]   we
[00:01:39.300 --> 00:01:39.690]   couldn
[00:01:39.690 --> 00:01:39.820]  't
[00:01:39.820 --> 00:01:40.120]   put
[00:01:40.120 --> 00:01:40.140]   it
[00:01:40.140 --> 00:01:40.490]   out
[00:01:40.490 --> 00:01:40.790]   because
[00:01:40.790 --> 00:01:40.920]   we
[00:01:40.920 --> 00:01:41.370]   just
[00:01:41.370 --> 00:01:41.510]   spoke
[00:01:41.510 --> 00:01:41.880]   about
[00:01:41.880 --> 00:01:42.170]   stuff
[00:01:42.170 --> 00:01:42.440]   that
[00:01:42.440 --> 00:01:42.890]   shouldn
[00:01:42.890 --> 00:01:43.060]  't
[00:01:43.060 --> 00:01:43.410]   really
[00:01:43.410 --> 00:01:43.540]   be
[00:01:43.540 --> 00:01:43.730]   out
[00:01:43.730 --> 00:01:44.610]  .
[00:01:44.610 --> 00:01:44.840]   And
[00:01:44.840 --> 00:01:44.860]   so
[00:01:44.860 --> 00:01:45.520]   sorry
[00:01:45.520 --> 00:01:46.060]   sorry
[00:01:46.060 --> 00:01:46.130]   f
[00:01:46.130 --> 00:01:46.720]   you
[00:01:46.720 --> 00:01:46.950]   know
[00:01:46.950 --> 00:01:47.180]   to
[00:01:47.180 --> 00:01:47.520]   you
[00:01:47.520 --> 00:01:48.060]   guys
[00:01:48.060 --> 00:01:48.250]   to
[00:01:48.250 --> 00:01:48.900]   you
[00:01:48.900 --> 00:01:49.450]   people
[00:01:49.450 --> 00:01:49.670]   just
[00:01:49.670 --> 00:01:49.730]   uh
[00:01:49.730 --> 00:01:49.790]   I
[00:01:49.790 --> 00:01:49.910]   so
[00:01:49.910 --> 00:01:49.970]   I
[00:01:49.970 --> 00:01:50.280]   guess
[00:01:50.280 --> 00:01:50.470]   it
[00:01:50.470 --> 00:01:50.520]  's
[00:01:50.520 --> 00:01:50.770]   been
[00:01:50.770 --> 00:01:50.830]   a
[00:01:50.830 --> 00:01:51.110]   long
[00:01:51.110 --> 00:01:51.330]   time
[00:01:51.330 --> 00:01:51.830]   since
[00:01:51.830 --> 00:01:52.000]   they
[00:01:52.000 --> 00:01:52.080]  've
[00:01:52.080 --> 00:01:52.270]   had
[00:01:52.270 --> 00:01:52.330]   a
[00:01:52.330 --> 00:01:52.700]   proper
[00:01:52.700 --> 00:01:53.050]   show
[00:01:53.050 --> 00:01:53.230]   like
[00:01:53.230 --> 00:01:53.460]   what
[00:01:53.460 --> 00:01:53.620]   a
[00:01:53.620 --> 00:01:53.830]   month
[00:01:53.830 --> 00:01:54.020]   and
[00:01:54.020 --> 00:01:54.080]   a
[00:01:54.080 --> 00:01:54.330]   half
[00:01:54.330 --> 00:01:54.510]   at
[00:01:54.510 --> 00:01:54.700]   this
[00:01:54.700 --> 00:01:55.010]   stage
[00:01:55.010 --> 00:01:55.880]  ? [SPEAKER_TURN]
[00:01:55.880 --> 00:01:55.930]  
[00:01:55.930 --> 00:01:56.110]   Yeah
[00:01:56.110 --> 00:01:56.180]   I
[00:01:56.180 --> 00:01:56.330]  've
[00:01:56.330 --> 00:01:56.670]   gotten
[00:01:56.670 --> 00:01:56.730]   a
[00:01:56.730 --> 00:01:57.080]   couple
[00:01:57.080 --> 00:01:57.360]   emails
[00:01:57.360 --> 00:01:57.730]   um
[00:01:57.730 --> 00:01:58.000]   recently
[00:01:58.000 --> 00:01:58.260]   from
[00:01:58.260 --> 00:01:58.580]   people
[00:01:58.580 --> 00:01:59.100]   wondering
[00:01:59.100 --> 00:01:59.210]   if
[00:01:59.210 --> 00:01:59.320]   we
[00:01:59.320 --> 00:01:59.490]  're
[00:01:59.490 --> 00:01:59.780]   gonna
[00:01:59.780 --> 00:02:00.240]   continue
[00:02:00.240 --> 00:02:00.420]   the
[00:02:00.420 --> 00:02:00.740]   show
[00:02:00.740 --> 00:02:00.810]   and
[00:02:00.810 --> 00:02:00.920]   we
[00:02:00.920 --> 00:02:01.090]  're
[00:02:01.090 --> 00:02:01.140]   a
[00:02:01.140 --> 00:02:01.800]   couple
[00:02:01.800 --> 00:02:01.840]   really
[00:02:01.840 --> 00:02:02.190]   couple
[00:02:02.190 --> 00:02:02.560]   were
[00:02:02.560 --> 00:02:02.780]   really
[00:02:02.780 --> 00:02:03.000]   nice
[00:02:03.000 --> 00:02:03.170]   one
[00:02:03.170 --> 00:02:03.280]   um
[00:02:03.280 --> 00:02:03.450]   one
[00:02:03.450 --> 00:02:03.620]   guy
[00:02:03.620 --> 00:02:04.070]   emailed
[00:02:04.070 --> 00:02:04.130]   me
[00:02:04.130 --> 00:02:04.300]   and
[00:02:04.300 --> 00:02:04.410]   he
[00:02:04.410 --> 00:02:04.520]  's
[00:02:04.520 --> 00:02:04.740]   like
[00:02:04.740 --> 00:02:04.920]   hey
[00:02:04.920 --> 00:02:05.030]   he
[00:02:05.030 --> 00:02:05.200]   was
[00:02:05.200 --> 00:02:05.550]   Andrew
[00:02:05.550 --> 00:02:05.720]   Cox
[00:02:05.720 --> 00:02:05.890]  .
[00:02:05.890 --> 00:02:06.000]   He
[00:02:06.000 --> 00:02:06.070]  's
[00:02:06.070 --> 00:02:06.510]   like
[00:02:06.510 --> 00:02:06.560]   hey
[00:02:06.560 --> 00:02:06.860]   listen
[00:02:06.860 --> 00:02:07.030]   you
[00:02:07.030 --> 00:02:07.260]   know
[00:02:07.260 --> 00:02:07.370]   if
[00:02:07.370 --> 00:02:07.550]   you
[00:02:07.550 --> 00:02:07.710]  're
[00:02:07.710 --> 00:02:07.940]   done
[00:02:07.940 --> 00:02:08.050]   uh
[00:02:08.050 --> 00:02:08.400]   thanks
[00:02:08.400 --> 00:02:08.570]   for
[00:02:08.570 --> 00:02:08.740]   all
[00:02:08.740 --> 00:02:08.950]   the
[00:02:08.950 --> 00:02:09.200]   shows
[00:02:09.200 --> 00:02:09.360]   but
[00:02:09.360 --> 00:02:09.680]   keep
[00:02:09.680 --> 00:02:09.730]   me
[00:02:09.730 --> 00:02:09.760]   I
[00:02:09.760 --> 00:02:09.990]   mean
[00:02:09.990 --> 00:02:10.280]   email
[00:02:10.280 --> 00:02:10.510]   list
[00:02:10.510 --> 00:02:10.620]   if
[00:02:10.620 --> 00:02:10.790]   you
[00:02:10.790 --> 00:02:11.000]   do
[00:02:11.000 --> 00:02:11.420]   something
[00:02:11.420 --> 00:02:11.530]   in
[00:02:11.530 --> 00:02:11.700]   the
[00:02:11.700 --> 00:02:12.050]   future
[00:02:12.050 --> 00:02:12.220]   and
[00:02:12.220 --> 00:02:12.450]   that
[00:02:12.450 --> 00:02:12.620]   was
[00:02:12.620 --> 00:02:12.850]   that
[00:02:12.850 --> 00:02:13.020]   was
[00:02:13.020 --> 00:02:13.250]   cool
[00:02:13.250 --> 00:02:13.420]   but
[00:02:13.420 --> 00:02:13.530]   uh
[00:02:13.530 --> 00:02:13.580]   I
[00:02:13.580 --> 00:02:13.980]   replied
[00:02:13.980 --> 00:02:14.150]   and
[00:02:14.150 --> 00:02:14.380]   said
[00:02:14.380 --> 00:02:14.550]   don
[00:02:14.550 --> 00:02:14.700]  't
[00:02:14.700 --> 00:02:15.060]   worry
[00:02:15.060 --> 00:02:15.060]   we
[00:02:15.060 --> 00:02:15.340]  're
[00:02:15.340 --> 00:02:15.380]   we
[00:02:15.380 --> 00:02:15.510]  're
[00:02:15.510 --> 00:02:15.800]   doing
[00:02:15.800 --> 00:02:15.870]   a
[00:02:15.870 --> 00:02:16.080]   show
[00:02:16.080 --> 00:02:16.190]   so
[00:02:16.190 --> 00:02:16.300]   we
[00:02:16.300 --> 00:02:17.460]   can [SPEAKER_TURN]
[00:02:17.940 --> 00:02:17.940]  
[00:02:17.940 --> 00:02:18.500]   clarity
[00:02:18.500 --> 00:02:18.820]   like
[00:02:18.820 --> 00:02:18.980]   if
[00:02:18.980 --> 00:02:19.140]   we
[00:02:19.140 --> 00:02:19.380]  're
[00:02:19.380 --> 00:02:19.700]   done
[00:02:19.700 --> 00:02:20.020]   we
[00:02:20.020 --> 00:02:20.100]  'll
[00:02:20.100 --> 00:02:20.260]   we
[00:02:20.260 --> 00:02:20.580]   will
[00:02:20.580 --> 00:02:20.880]   say
[00:02:20.880 --> 00:02:21.140]   we
[00:02:21.140 --> 00:02:21.220]  're
[00:02:21.220 --> 00:02:21.540]   done
[00:02:21.540 --> 00:02:21.770]  .
[00:02:21.770 --> 00:02:21.980]   Um
[00:02:21.980 --> 00:02:22.110]   we
[00:02:22.110 --> 00:02:22.400]  're
[00:02:22.400 --> 00:02:22.680]   just
[00:02:22.680 --> 00:02:22.880]   I
[00:02:22.880 --> 00:02:23.220]   dunno
[00:02:23.220 --> 00:02:23.380]   our
[00:02:23.380 --> 00:02:23.780]   lives
[00:02:23.780 --> 00:02:24.020]   are
[00:02:24.020 --> 00:02:24.340]   just
[00:02:24.340 --> 00:02:24.460]   both
[00:02:24.460 --> 00:02:24.890]   got
[00:02:24.890 --> 00:02:25.000]   a
[00:02:25.000 --> 00:02:25.220]   lot
[00:02:25.220 --> 00:02:25.380]   of
[00:02:25.380 --> 00:02:25.460]   a
[00:02:25.460 --> 00:02:25.700]   lot
[00:02:25.700 --> 00:02:25.860]   in
[00:02:25.860 --> 00:02:26.210]   them
[00:02:26.210 --> 00:02:26.340]   at
[00:02:26.340 --> 00:02:26.690]   the
[00:02:26.690 --> 00:02:27.060]   moment
[00:02:27.060 --> 00:02:27.300]   and
[00:02:27.300 --> 00:02:27.620]   then
[00:02:27.620 --> 00:02:28.100]   with
[00:02:28.100 --> 00:02:28.340]   these
[00:02:28.340 --> 00:02:28.550]   two
[00:02:28.550 --> 00:02:28.870]   sn
[00:02:28.870 --> 00:02:28.900]  af
[00:02:28.900 --> 00:02:29.060]  us
[00:02:29.060 --> 00:02:29.230]   of
[00:02:29.230 --> 00:02:29.460]   the
[00:02:29.460 --> 00:02:29.700]   two
[00:02:29.700 --> 00:02:30.310]   recent
[00:02:30.310 --> 00:02:30.580]   shows
[00:02:30.580 --> 00:02:30.900]   that
[00:02:30.900 --> 00:02:31.060]  's
[00:02:31.060 --> 00:02:31.770]   probably
[00:02:31.770 --> 00:02:31.940]   why
[00:02:31.940 --> 00:02:32.100]   it
[00:02:32.100 --> 00:02:32.630]   just
[00:02:32.630 --> 00:02:33.190]   feels
[00:02:33.190 --> 00:02:33.580]   pretty
[00:02:33.580 --> 00:02:33.700]   rough
[00:02:33.700 --> 00:02:34.050]   Anyway
[00:02:34.050 --> 00:02:34.520]  .
[00:02:34.520 --> 00:02:34.580]   so
[00:02:34.580 --> 00:02:34.740]   uh
[00:02:34.740 --> 00:02:34.900]   so
[00:02:34.900 --> 00:02:35.280]   there
[00:02:35.280 --> 00:02:35.510]  's
[00:02:35.510 --> 00:02:35.540]   a
[00:02:35.540 --> 00:02:35.930]   there
[00:02:35.930 --> 00:02:36.180]  's
[00:02:36.180 --> 00:02:36.230]   a
[00:02:36.230 --> 00:02:36.420]   cra
[00:02:36.420 --> 00:02:36.810]  pload
[00:02:36.810 --> 00:02:37.010]   to
[00:02:37.010 --> 00:02:37.300]   talk
[00:02:37.300 --> 00:02:37.700]   about
[00:02:37.700 --> 00:02:38.780]  . [SPEAKER_TURN]
[00:02:38.780 --> 00:02:39.030]   Let
[00:02:39.030 --> 00:02:39.040]  's
[00:02:39.040 --> 00:02:39.300]   start
[00:02:39.300 --> 00:02:39.510]   with
[00:02:39.510 --> 00:02:39.610]   uh
[00:02:39.610 --> 00:02:39.860]   how
[00:02:39.860 --> 00:02:39.930]   was
[00:02:39.930 --> 00:02:40.140]   your
[00:02:40.140 --> 00:02:40.240]   uh
[00:02:40.240 --> 00:02:40.710]   Christmas
[00:02:40.710 --> 00:02:41.340]  ? [SPEAKER_TURN]
[00:02:41.340 --> 00:02:41.800]   Great
[00:02:41.800 --> 00:02:42.450]  .
[00:02:42.450 --> 00:02:42.640]   Really
[00:02:42.640 --> 00:02:43.100]   good
[00:02:43.100 --> 00:02:43.290]  .
[00:02:43.290 --> 00:02:43.540]   Um [SPEAKER_TURN]
[00:02:43.540 --> 00:02:43.690]   Any
[00:02:43.690 --> 00:02:44.230]   highlights
[00:02:44.230 --> 00:02:44.350]   you
[00:02:44.350 --> 00:02:44.600]   wanna
[00:02:44.600 --> 00:02:44.800]   talk
[00:02:44.800 --> 00:02:45.050]   about
[00:02:45.050 --> 00:02:45.150]   or
[00:02:45.150 --> 00:02:45.300]   not
[00:02:45.300 --> 00:02:45.500]  ? [SPEAKER_TURN]
[00:02:45.500 --> 00:02:45.500]  
[00:02:45.500 --> 00:02:45.620]   My
[00:02:45.620 --> 00:02:45.800]   mom
[00:02:45.800 --> 00:02:45.970]  's
[00:02:45.970 --> 00:02:46.050]   my
[00:02:46.050 --> 00:02:46.220]   mom
[00:02:46.220 --> 00:02:46.670]   stayed
[00:02:46.670 --> 00:02:46.840]   with
[00:02:46.840 --> 00:02:46.960]   us
[00:02:46.960 --> 00:02:47.080]   in
[00:02:47.080 --> 00:02:47.340]   town
[00:02:47.340 --> 00:02:47.510]   who
[00:02:47.510 --> 00:02:47.750]  's
[00:02:47.750 --> 00:02:47.810]   uh
[00:02:47.810 --> 00:02:47.870]   in
[00:02:47.870 --> 00:02:48.060]   the
[00:02:48.060 --> 00:02:48.360]   other
[00:02:48.360 --> 00:02:48.600]   room
[00:02:48.600 --> 00:02:49.180]   listening
[00:02:49.180 --> 00:02:49.290]   to
[00:02:49.290 --> 00:02:49.430]   us
[00:02:49.430 --> 00:02:49.780]   record
[00:02:49.780 --> 00:02:49.960]   the
[00:02:49.960 --> 00:02:50.520]   show
[00:02:50.520 --> 00:02:50.520]   right
[00:02:50.520 --> 00:02:50.820]   now
[00:02:50.820 --> 00:02:50.960]  .
[00:02:50.960 --> 00:02:51.130]   That
[00:02:51.130 --> 00:02:51.270]  's
[00:02:51.270 --> 00:02:51.620]   always
[00:02:51.620 --> 00:02:52.020]   a
[00:02:52.020 --> 00:02:52.400]   highlight
[00:02:52.400 --> 00:02:52.420]   and
[00:02:52.420 --> 00:02:53.200]   um [SPEAKER_TURN]
[00:02:53.200 --> 00:02:53.260]   No
[00:02:53.260 --> 00:02:53.470]   stories
[00:02:53.470 --> 00:02:53.820]  ? [SPEAKER_TURN]
[00:02:53.820 --> 00:02:53.940]   St
[00:02:53.940 --> 00:02:54.510]   stories
[00:02:54.510 --> 00:02:54.630]   in
[00:02:54.630 --> 00:02:54.890]   terms
