
[00:00:01.320 --> 00:00:00.560]   Welcome
[00:01:11.290 --> 00:01:11.500]   you
[00:01:11.500 --> 00:01:11.710]   can
[00:01:11.710 --> 00:01:11.990]   have
[00:01:11.990 --> 00:01:12.130]  ,
[00:01:12.130 --> 00:01:12.340]   not
[00:01:12.340 --> 00:01:12.480]   an
[00:01:12.480 --> 00:01:13.160]   audience
[00:01:13.160 --> 00:01:13.260]  .
[00:01:13.260 --> 00:01:13.880]   Building
[00:01:13.880 --> 00:01:14.320]   an
[00:01:14.320 --> 00:01:14.540]   audience
[00:01:14.540 --> 00:01:14.680]   is
[00:01:14.680 --> 00:01:15.460]   still
[00:01:15.460 --> 00:01:15.460]  
[00:01:15.460 --> 00:01:15.800]   advice
[00:01:15.800 --> 00:01:16.190]   because
[00:01:16.190 --> 00:01:16.300]   an
[00:01:16.300 --> 00:01:16.750]   audience
[00:01:16.750 --> 00:01:16.860]   is
[00:01:16.860 --> 00:01:16.900]   a
[00:01:16.900 --> 00:01:17.590]   distribution
[00:01:17.590 --> 00:01:17.980]   channel
[00:01:17.980 --> 00:01:18.260]  ,
[00:01:18.260 --> 00:01:18.430]   but
[00:01:18.430 --> 00:01:18.510]   you
[00:01:18.510 --> 00:01:18.600]   can
[00:01:18.600 --> 00:01:18.820]   have
[00:01:18.820 --> 00:01:19.100]   great
[00:01:19.100 --> 00:01:19.780]   distribution
[00:01:19.780 --> 00:01:20.170]   without
[00:01:20.170 --> 00:01:20.220]   a
[00:01:20.220 --> 00:01:20.670]   personal
[00:01:20.670 --> 00:01:21.120]   audience
[00:01:21.120 --> 00:01:21.460]  . [SPEAKER_TURN]
[00:01:22.040 --> 00:01:22.160]  
[00:01:22.160 --> 00:01:22.320]   Yeah
[00:01:22.320 --> 00:01:22.650]   yeah
[00:01:22.650 --> 00:01:22.740]  ,
[00:01:22.740 --> 00:01:22.880]   So
[00:01:22.880 --> 00:01:23.060]   this
[00:01:23.060 --> 00:01:23.390]   is
[00:01:23.390 --> 00:01:23.580]   just
[00:01:23.580 --> 00:01:24.210]   something
[00:01:24.210 --> 00:01:24.280]   I
[00:01:24.280 --> 00:01:24.420]  'd
[00:01:24.420 --> 00:01:24.700]   kind
[00:01:24.700 --> 00:01:24.870]   of
[00:01:24.870 --> 00:01:25.110]   been
[00:01:25.110 --> 00:01:25.310]   I
[00:01:25.310 --> 00:01:25.320]   don
[00:01:25.320 --> 00:01:25.540]  't
[00:01:25.540 --> 00:01:25.800]   know
[00:01:25.800 --> 00:01:26.030]   I
[00:01:26.030 --> 00:01:26.100]   th
[00:01:26.100 --> 00:01:26.150]   I
[00:01:26.150 --> 00:01:26.450]   think
[00:01:26.450 --> 00:01:26.580]   it
[00:01:26.580 --> 00:01:26.740]  's
[00:01:26.740 --> 00:01:27.380]   something
[00:01:27.380 --> 00:01:27.640]   that
[00:01:27.640 --> 00:01:27.920]   like
[00:01:27.920 --> 00:01:28.270]   seems
[00:01:28.270 --> 00:01:28.760]   obvious
[00:01:28.760 --> 00:01:29.110]   maybe
[00:01:29.110 --> 00:01:29.390]   when
[00:01:29.390 --> 00:01:29.600]   you
[00:01:29.600 --> 00:01:29.730]   um
[00:01:29.730 --> 00:01:29.950]   get
[00:01:29.950 --> 00:01:30.110]   to
[00:01:30.110 --> 00:01:30.280]   a
[00:01:30.280 --> 00:01:30.650]   certain
[00:01:30.650 --> 00:01:30.990]   point
[00:01:30.990 --> 00:01:31.150]   or
[00:01:31.150 --> 00:01:31.640]   like
[00:01:31.640 --> 00:01:31.700]   when
[00:01:31.700 --> 00:01:31.910]   you
[00:01:31.910 --> 00:01:32.190]   kind
[00:01:32.190 --> 00:01:32.390]   of
[00:01:32.390 --> 00:01:32.610]   make
[00:01:32.610 --> 00:01:32.850]   the
[00:01:32.850 --> 00:01:33.570]   connection
[00:01:33.570 --> 00:01:33.590]   I
[00:01:33.590 --> 00:01:33.870]   just
[00:01:33.870 --> 00:01:34.150]   like
[00:01:34.150 --> 00:01:34.260]   a
[00:01:34.260 --> 00:01:34.500]   meta
[00:01:34.500 --> 00:01:34.580]  -
[00:01:34.580 --> 00:01:34.770]  con
[00:01:34.770 --> 00:01:35.400]  vers
[00:01:35.400 --> 00:01:35.410]  ation
[00:01:35.410 --> 00:01:35.480]   I
[00:01:35.480 --> 00:01:35.690]  .
[00:01:35.690 --> 00:01:35.900]   don
[00:01:35.900 --> 00:01:36.040]  't
[00:01:36.040 --> 00:01:36.320]   know
[00:01:36.320 --> 00:01:36.460]   if
[00:01:36.460 --> 00:01:36.740]   this
[00:01:36.740 --> 00:01:37.230]   applies
[00:01:37.230 --> 00:01:37.410]   to
[00:01:37.410 --> 00:01:37.580]   you
[00:01:37.580 --> 00:01:37.740]  ,
[00:01:37.740 --> 00:01:37.930]   but
[00:01:37.930 --> 00:01:38.290]   there
[00:01:38.290 --> 00:01:38.420]  's
[00:01:38.420 --> 00:01:38.700]   been
[00:01:38.700 --> 00:01:38.840]   so
[00:01:38.840 --> 00:01:39.120]   many
[00:01:39.120 --> 00:01:39.480]   times
[00:01:39.480 --> 00:01:39.860]   where
[00:01:39.860 --> 00:01:39.890]   I
[00:01:39.890 --> 00:01:40.100]  've
[00:01:40.100 --> 00:01:40.380]   read
[00:01:40.380 --> 00:01:40.660]   like
[00:01:40.660 --> 00:01:40.730]   a
[00:01:40.730 --> 00:01:41.010]   book
[00:01:41.010 --> 00:01:41.150]   or
[00:01:41.150 --> 00:01:41.780]   something
[00:01:41.780 --> 00:01:41.990]   and
[00:01:41.990 --> 00:01:42.060]   I
[00:01:42.060 --> 00:01:42.490]  'll
[00:01:42.490 --> 00:01:42.560]   read
[00:01:42.560 --> 00:01:42.630]   a
[00:01:42.630 --> 00:01:43.110]   chapter
[00:01:43.110 --> 00:01:43.320]   and
[00:01:43.320 --> 00:01:43.600]   some
[00:01:43.600 --> 00:01:44.090]   piece
[00:01:44.090 --> 00:01:44.170]   of
[00:01:44.170 --> 00:01:44.550]   advice
[00:01:44.550 --> 00:01:44.720]   and
[00:01:44.720 --> 00:01:44.860]   it
[00:01:44.860 --> 00:01:45.260]   seems
[00:01:45.260 --> 00:01:45.490]   like
[00:01:45.490 --> 00:01:45.910]   really
[00:01:45.910 --> 00:01:46.390]   obvious
[00:01:46.390 --> 00:01:46.540]   to
[00:01:46.540 --> 00:01:46.680]   me
[00:01:46.680 --> 00:01:46.820]  ,
[00:01:46.820 --> 00:01:47.130]   but
[00:01:47.130 --> 00:01:47.310]   then
[00:01:47.310 --> 00:01:47.380]   I
[00:01:47.380 --> 00:01:47.520]   re
[00:01:47.520 --> 00:01:47.800]  read
[00:01:47.800 --> 00:01:47.940]   it
[00:01:47.940 --> 00:01:48.440]   later
[00:01:48.440 --> 00:01:48.570]   like
[00:01:48.570 --> 00:01:48.770]   two
[00:01:48.770 --> 00:01:49.390]   years
[00:01:49.390 --> 00:01:49.480]   later
[00:01:49.480 --> 00:01:49.690]   and
[00:01:49.690 --> 00:01:49.880]   I
[00:01:49.880 --> 00:01:50.040]   kind
[00:01:50.040 --> 00:01:50.200]   of
[00:01:50.200 --> 00:01:50.880]   understand
[00:01:50.880 --> 00:01:51.030]   it
[00:01:51.030 --> 00:01:51.160]   in
[00:01:51.160 --> 00:01:51.480]   a
[00:01:51.480 --> 00:01:51.880]   slightly
[00:01:51.880 --> 00:01:51.880]  
[00:01:51.880 --> 00:01:52.480]   different
[00:01:52.480 --> 00:01:52.680]   way
[00:01:52.680 --> 00:01:52.950]   that
[00:01:52.950 --> 00:01:53.080]   is
[00:01:53.080 --> 00:01:53.350]   like
[00:01:53.350 --> 00:01:53.840]   really
[00:01:53.840 --> 00:01:54.220]   helpful
[00:01:54.220 --> 00:01:54.420]   you
[00:01:54.420 --> 00:01:54.550]  ,
[00:01:54.550 --> 00:01:54.820]   know
[00:01:54.820 --> 00:01:55.090]   what
[00:01:55.090 --> 00:01:55.150]   I
[00:01:55.150 --> 00:01:55.400]   mean
[00:01:55.400 --> 00:01:55.570]   Um
[00:01:55.570 --> 00:01:55.750]  .
[00:01:55.750 --> 00:01:55.950]   and
[00:01:55.950 --> 00:01:56.380]   this
[00:01:56.380 --> 00:01:56.490]   kind
[00:01:56.490 --> 00:01:56.660]   of
[00:01:56.660 --> 00:01:56.950]   feels
[00:01:56.950 --> 00:01:57.220]   like
[00:01:57.220 --> 00:01:57.420]   one
[00:01:57.420 --> 00:01:57.550]   of
[00:01:57.550 --> 00:01:57.880]   those
[00:01:57.880 --> 00:01:58.320]   things
[00:01:58.320 --> 00:01:58.410]   uh
[00:01:58.410 --> 00:01:58.540]   to
[00:01:58.540 --> 00:01:58.660]   me
[00:01:58.660 --> 00:01:58.870]  .
[00:01:58.870 --> 00:01:58.870]   So
[00:01:58.870 --> 00:01:59.240]   for
[00:01:59.240 --> 00:01:59.530]   for
[00:01:59.530 --> 00:01:59.550]   me
[00:01:59.550 --> 00:01:59.800]   like
[00:01:59.800 --> 00:02:00.800]   historically
[00:02:00.800 --> 00:02:00.810]   all
[00:02:00.810 --> 00:02:00.940]   of
[00:02:00.940 --> 00:02:01.070]   my
[00:02:01.070 --> 00:02:01.660]   business
[00:02:01.660 --> 00:02:02.080]   efforts
[00:02:02.080 --> 00:02:02.400]   have
[00:02:02.400 --> 00:02:02.620]   been
[00:02:02.620 --> 00:02:02.970]   based
[00:02:02.970 --> 00:02:03.350]   around
[00:02:03.350 --> 00:02:03.620]   like
[00:02:03.620 --> 00:02:03.750]   my
[00:02:03.750 --> 00:02:04.300]   personal
[00:02:04.300 --> 00:02:04.670]   brand
[00:02:04.670 --> 00:02:04.820]  .
[00:02:04.820 --> 00:02:05.020]   You
[00:02:05.020 --> 00:02:05.290]   know
[00:02:05.290 --> 00:02:05.350]   I
[00:02:05.350 --> 00:02:05.680]   kinda
[00:02:05.680 --> 00:02:05.950]   got
[00:02:05.950 --> 00:02:06.370]   started
[00:02:06.370 --> 00:02:06.820]   selling
[00:02:06.820 --> 00:02:07.620]   info
[00:02:07.620 --> 00:02:07.650]   products
[00:02:07.650 --> 00:02:07.900]   like
[00:02:07.900 --> 00:02:08.230]   books
[00:02:08.230 --> 00:02:08.460]   and
[00:02:08.460 --> 00:02:08.940]   courses
[00:02:08.940 --> 00:02:09.100]   and
[00:02:09.100 --> 00:02:09.430]   stuff
[00:02:09.430 --> 00:02:09.630]   and
[00:02:09.630 --> 00:02:09.830]   and
[00:02:09.830 --> 00:02:10.000]   um
[00:02:10.000 --> 00:02:10.240]   the
[00:02:10.240 --> 00:02:10.630]   best
[00:02:10.630 --> 00:02:10.630]   way
[00:02:10.630 --> 00:02:10.920]   to
[00:02:10.920 --> 00:02:11.030]   sort
[00:02:11.030 --> 00:02:11.160]   of
[00:02:11.160 --> 00:02:11.430]   make
[00:02:11.430 --> 00:02:11.490]   a
[00:02:11.490 --> 00:02:11.810]   big
[00:02:11.810 --> 00:02:12.090]   splash
[00:02:12.090 --> 00:02:12.360]   with
[00:02:12.360 --> 00:02:12.700]   that
[00:02:12.700 --> 00:02:12.960]   stuff
[00:02:12.960 --> 00:02:13.090]   is
[00:02:13.090 --> 00:02:13.210]   to
[00:02:13.210 --> 00:02:13.470]   have
[00:02:13.470 --> 00:02:13.760]   like
[00:02:13.760 --> 00:02:14.010]   a
[00:02:14.010 --> 00:02:14.120]   big
[00:02:14.120 --> 00:02:14.560]   audience
[00:02:14.560 --> 00:02:14.690]   of
[00:02:14.690 --> 00:02:15.090]   people
[00:02:15.090 --> 00:02:15.290]   who
[00:02:15.290 --> 00:02:15.620]   trust
[00:02:15.620 --> 00:02:15.850]   you
[00:02:15.850 --> 00:02:16.020]   and
[00:02:16.020 --> 00:02:16.410]   think
[00:02:16.410 --> 00:02:16.580]   you
[00:02:16.580 --> 00:02:16.750]  're
[00:02:16.750 --> 00:02:16.880]   an
[00:02:16.880 --> 00:02:17.280]   expert
[00:02:17.280 --> 00:02:17.410]   in
[00:02:17.410 --> 00:02:18.010]   something
[00:02:18.010 --> 00:02:18.210]  .
[00:02:18.210 --> 00:02:18.370]   It
[00:02:18.370 --> 00:02:18.470]  's
[00:02:18.470 --> 00:02:18.600]   it
[00:02:18.600 --> 00:02:18.730]  's
[00:02:18.730 --> 00:02:19.000]   felt
[00:02:19.000 --> 00:02:19.270]   very
[00:02:19.270 --> 00:02:19.810]   audience
[00:02:19.810 --> 00:02:20.250]   driven
[00:02:20.250 --> 00:02:21.380]  . [SPEAKER_TURN]
[00:02:21.380 --> 00:02:21.920]  
[00:02:21.920 --> 00:02:22.190]   But
[00:02:22.190 --> 00:02:22.740]   um
[00:02:24.540 --> 00:02:24.620]  
[00:02:24.620 --> 00:02:24.660]   It
[00:02:24.660 --> 00:02:24.740]   had
[00:02:24.740 --> 00:02:24.900]   like
[00:02:24.900 --> 00:02:24.940]   a
[00:02:24.940 --> 00:02:25.210]   really
[00:02:25.210 --> 00:02:25.340]   huge
[00:02:25.340 --> 00:02:25.580]   launch
[00:02:25.580 --> 00:02:25.670]  ,
[00:02:25.670 --> 00:02:25.780]   and
[00:02:25.780 --> 00:02:25.940]   then
[00:02:25.940 --> 00:02:26.170]   kinda
[00:02:26.170 --> 00:02:26.420]   dropped
[00:02:26.420 --> 00:02:26.540]   off
[00:02:26.540 --> 00:02:26.680]  .
[00:02:26.680 --> 00:02:29.220]   But
[00:02:29.220 --> 00:02:32.600]   then
[00:02:32.600 --> 00:02:34.270]   it
[00:02:34.270 --> 00:02:40.170]   started
[00:02:40.170 --> 00:02:41.860]   to
[00:02:41.860 --> 00:02:45.230]   like
[00:02:45.230 --> 00:02:48.660]   pick
[00:02:48.660 --> 00:02:50.290]   up
[00:02:50.290 --> 00:02:54.540]   again
[00:02:55.340 --> 01:02:41.910]   It
[01:02:41.910 --> 01:02:41.910]   was
[01:02:41.910 --> 01:02:41.910]   exciting
[01:02:41.910 --> 01:02:41.910]   for
[01:02:41.910 --> 01:02:41.910]   me
[01:02:41.910 --> 01:02:41.910]   because
[01:02:41.910 --> 01:02:41.910]   we
[01:02:41.910 --> 01:02:41.910]   we
[01:02:41.910 --> 01:02:41.910]   kinda
[01:02:41.910 --> 01:02:41.910]   hoped
[01:02:41.910 --> 01:02:41.910]   that
[01:02:41.910 --> 01:02:41.910]   would
[01:02:41.910 --> 01:02:41.910]   happen
[01:02:41.910 --> 01:02:41.910]   but
[01:02:41.910 --> 00:02:59.820]  ,
[00:03:00.880 --> 00:03:00.940]  
[00:03:00.940 --> 00:03:01.000]   It
[00:03:01.000 --> 00:03:01.110]  's
[00:03:01.110 --> 00:03:01.290]   the
[00:03:01.290 --> 00:03:01.580]   first
[00:03:01.580 --> 00:03:01.820]   time
[00:03:01.820 --> 00:03:01.880]   I
[00:03:01.880 --> 00:03:02.050]  've
[00:03:02.050 --> 00:03:02.290]   ever
[00:03:02.290 --> 00:03:02.590]   seen
[00:03:02.590 --> 00:03:02.650]   it
[00:03:02.650 --> 00:03:03.120]   actually
[00:03:03.120 --> 00:03:03.710]   happen
[00:03:03.710 --> 00:03:03.770]   with
[00:03:03.770 --> 00:03:03.890]   one
[00:03:03.890 --> 00:03:04.010]   of
[00:03:04.010 --> 00:03:04.120]   my
[00:03:04.120 --> 00:03:04.450]   um
[00:03:04.450 --> 00:03:04.720]   products
[00:03:04.720 --> 00:03:04.980]  .
[00:03:04.980 --> 00:03:05.250]   And
[00:03:05.250 --> 00:03:05.320]   I
[00:03:05.320 --> 00:03:05.680]   think
[00:03:05.680 --> 00:03:06.090]   the
[00:03:06.090 --> 00:03:06.290]   reason
[00:03:06.290 --> 00:03:06.520]   for
[00:03:06.520 --> 00:03:06.660]   it
[00:03:06.660 --> 00:03:06.810]  ,
[00:03:06.810 --> 00:03:07.180]   which
[00:03:07.180 --> 00:03:07.320]   is
[00:03:07.320 --> 00:03:07.630]   what
[00:03:07.630 --> 00:03:07.780]   we
[00:03:07.780 --> 00:03:08.230]   sort
[00:03:08.230 --> 00:03:08.330]   of
[00:03:08.330 --> 00:03:08.640]   hoped
[00:03:08.640 --> 00:03:08.820]   and
[00:03:08.820 --> 00:03:09.040]   has
[00:03:09.040 --> 00:03:09.490]   turned
[00:03:09.490 --> 00:03:09.710]   out
[00:03:09.710 --> 00:03:09.860]   to
[00:03:09.860 --> 00:03:10.010]   be
[00:03:10.010 --> 00:03:10.310]   true
[00:03:10.310 --> 00:03:10.460]  ,
[00:03:10.460 --> 00:03:10.580]   is
[00:03:10.580 --> 00:03:11.060]   that
[00:03:11.060 --> 00:03:11.130]   um
[00:03:11.130 --> 00:03:11.430]   there
[00:03:11.430 --> 00:03:12.100]  's
[00:03:12.100 --> 00:03:12.180]   actually
[00:03:12.180 --> 00:03:12.250]   a
[00:03:12.250 --> 00:03:12.470]   way
[00:03:12.470 --> 00:03:12.690]   for
[00:03:12.690 --> 00:03:13.160]   people
[00:03:13.160 --> 00:03:13.330]   to
[00:03:13.330 --> 00:03:13.620]   keep
[00:03:13.620 --> 00:03:14.110]   finding
[00:03:14.110 --> 00:03:14.280]   it
[00:03:14.280 --> 00:03:14.480]  ,
[00:03:14.480 --> 00:03:14.780]   kinda
[00:03:14.780 --> 00:03:15.230]   unlike
[00:03:15.230 --> 00:03:15.580]   all
[00:03:15.580 --> 00:03:15.650]   of
[00:03:15.650 --> 00:03:15.750]   my
[00:03:15.750 --> 00:03:16.120]   other
[00:03:16.120 --> 00:03:16.450]   info
[00:03:16.450 --> 00:03:16.940]   product
[00:03:16.940 --> 00:03:17.310]   stuff
[00:03:17.310 --> 00:03:17.790]  .
[00:03:17.790 --> 00:03:18.020]   I
[00:03:18.020 --> 00:03:18.080]   never
[00:03:18.080 --> 00:03:18.430]   really
[00:03:18.430 --> 00:03:18.680]   put
[00:03:18.680 --> 00:03:18.700]   in
[00:03:18.700 --> 00:03:18.880]   the
[00:03:18.880 --> 00:03:19.110]   time
[00:03:19.110 --> 00:03:19.220]   or
[00:03:19.220 --> 00:03:19.630]   effort
[00:03:19.630 --> 00:03:19.810]   that
[00:03:19.810 --> 00:03:19.970]   was
[00:03:19.970 --> 00:03:20.500]   necessary
[00:03:20.500 --> 00:03:20.600]   to
[00:03:20.600 --> 00:03:20.950]   really
[00:03:20.950 --> 00:03:21.240]   build
[00:03:21.240 --> 00:03:21.350]   up
[00:03:21.350 --> 00:03:21.580]   like
